PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
833,0,3,0,5.441216717002968e-05,0,0,-0.5028639729296732,1
834,0,3,0,-0.5155397376038864,0,0,-0.4902797934380587,0
835,0,3,0,-0.9003114911643764,0,0,-0.48130374989027985,0
836,1,1,1,0.7157298737896813,1,1,1.0259447039291216,1
837,0,3,0,-0.6694484390280824,0,0,-0.47400492578514347,0
838,0,3,0,5.441216717002968e-05,0,0,-0.4863374216869257,0
839,1,3,0,0.17704941880499545,0,0,0.48910360681684706,0
840,1,1,0,5.441216717002968e-05,0,0,-0.05042144409739929,1
841,0,3,0,-0.7464027897401804,0,0,-0.4888542575852486,0
842,0,2,0,-1.0542201925885724,0,0,-0.43700743807979686,0
843,1,1,1,0.02314071738079948,0,0,-0.024246350754841113,1
844,0,3,0,0.3694352955852404,0,0,-0.5188046047752911,1
845,0,3,0,-0.9772658418764744,0,0,-0.47400492578514347,0
846,0,3,0,0.9465929259259753,0,0,-0.49640476528021726,0
847,0,3,0,5.441216717002968e-05,8,2,0.7519458402879414,0
848,0,3,0,0.4079124709412894,0,0,-0.4894421904510968,1
849,0,2,0,-0.13076798404339648,0,1,0.016023023618325298,0
850,1,1,1,5.441216717002968e-05,1,0,1.145663540471827,1
851,0,3,0,-1.9776724011337483,4,2,-0.01870931177853076,0
852,0,3,0,3.4091321487131108,0,0,-0.4918744606632361,0
853,0,3,1,-1.5929006475732583,1,1,-0.3414522396297103,1
854,1,1,1,-1.0542201925885724,0,1,0.14488502161245778,0
855,0,2,1,1.1005016273501713,1,0,-0.12491978668775715,0
856,1,3,1,-0.9003114911643764,0,1,-0.4601623283443675,0
857,1,1,1,1.1774559780622693,1,1,2.671117778445337,0
858,1,1,0,1.6391820823348573,0,0,-0.11384570873513637,0
859,1,3,1,-0.43858538689178844,0,3,-0.26066180729354516,1
860,0,3,0,5.441216717002968e-05,0,0,-0.5028639729296732,1
861,0,3,0,0.8696385752138773,2,0,-0.36435544630444866,0
862,0,2,0,-0.6694484390280824,1,0,-0.41687275089321363,0
863,1,1,1,1.4083190301985633,0,0,-0.1263453225405672,0
864,0,3,1,5.441216717002968e-05,8,2,0.7519458402879414,0
865,0,2,0,-0.43858538689178844,0,0,-0.3866707201133388,0
866,1,2,1,0.9465929259259753,0,0,-0.3866707201133388,0
867,1,2,1,-0.20772233475549448,1,0,-0.3693891181010945,1
868,0,1,0,0.10009506809289746,0,0,0.3682954836973478,0
869,0,3,0,5.441216717002968e-05,0,0,-0.45714212526638004,0
870,1,3,0,-1.9776724011337483,1,1,-0.4242561406845337,0
871,0,3,0,-0.28467668546759245,0,0,-0.4894421904510968,0
872,1,1,1,1.3313646794864653,1,1,0.40974072380221066,0
873,0,1,0,0.25400376951709347,0,0,-0.5477482176060045,0
874,0,3,0,1.3313646794864653,0,0,-0.46720946885967163,0
875,1,2,1,-0.13076798404339648,1,0,-0.16518916106092355,1
876,1,3,1,-1.1311745433006704,0,0,-0.5029485386158568,1
877,0,3,0,-0.7464027897401804,0,0,-0.45017955043725955,0
878,0,3,0,-0.8233571404522784,0,0,-0.4894421904510968,0
879,0,3,0,5.441216717002968e-05,0,0,-0.4894421904510968,0
880,1,1,1,2.0239538358953473,0,1,1.0259447039291216,1
881,1,2,1,-0.36163103617969045,0,1,-0.12491978668775715,0
882,0,3,0,0.25400376951709347,0,0,-0.4894421904510968,0
883,0,3,1,-0.5924940883159844,0,0,-0.4366711888037809,0
884,0,2,0,-0.13076798404339648,0,0,-0.43700743807979686,0
885,0,3,0,-0.36163103617969045,0,0,-0.5064721088735089,0
886,0,3,1,0.7157298737896813,0,5,-0.06199888922968463,2
887,0,2,0,-0.20772233475549448,0,0,-0.3866707201133388,0
888,1,1,1,-0.8233571404522784,0,0,-0.04438103794142432,0
889,0,3,1,5.441216717002968e-05,1,2,-0.17626323901354432,0
890,1,1,0,-0.28467668546759245,0,0,-0.04438103794142432,1
891,0,3,0,0.17704941880499545,0,0,-0.49237782784290063,2
