Id,OverallScore,Subject,MainText,SpamStatus,SubjectSpam,MainTextSpam
99_230941_4,10,GREAT ,Best app on my phone ,0,0,0
99_230943_4,10,Good,Goodgood,0,0,0
99_230944_4,10,Awesomeness,More Awesomeness,0,0,0
99_230946_4,10,Great App ,As a new Mom blogger writer grad student and full time professional I manage lots of details and this app helps to keep it all straight I love it Thank you ,0,0,0
99_230947_4,10,100 ,Meeting my expectations so far ,0,0,0
99_230948_4,10,Remember everything,Wonderful app ,0,0,0
99_230949_4,10,Great app,Use Evernote all the time to keep track of my lifeawesome,0,0,0
99_230951_4,10,Indispensable ,In just a few and simple words It is impossible for me to work without it It has became an indispensable tool for me,0,0,0
99_230952_4,10,There should 11 stars,11 stars Good stuff,0,0,0
99_230953_4,10,Decent,Decent,0,0,0
99_230954_4,10,I'm in Evernote all day,I use Evernote every day It's more and more robust with each new edition,0,0,0
99_230955_4,10,Vital app ,I've been depending on Evernote for years The mobile app makes it even more convenient,0,0,0
99_230959_4,10,Evernote,Just perfect,0,0,0
99_230960_4,10,Can't do without it,Probably the most important app I use,0,0,0
99_230961_4,10,Excellent note app,Well organized easy to use and doesn't shove buying the upgrade in your face I use it here on my phone and on my laptop Great stuff ,0,0,0
99_230962_4,10,Evernote,Really good app,0,0,0
99_230963_4,8,Love this app ,Never forget again ,0,0,0
99_230965_4,10,Great app,Great app Use it for everything from grocery list to to do list Love this app,0,0,0
99_230966_4,10,Great easy to use,This is a app it simply does what it says,0,0,0
99_230967_4,10,Great ,Love this product,0,0,0
99_230968_4,10,No mo Yojimbo,For some reason I kept waiting for Yojimbo to get its act together and do a companion iOS app After using Evernote for 3 months I'm hooked It just works When you put them all together the desktop web and mobile apps are an impressive solution for just about any productivity challenge,0,0,0
99_230970_4,10,helpful ,this one is great ,0,0,0
99_230971_4,8,Ok,It's ok because it sometimes it just closes on me But overall it is great,0,0,0
99_230972_4,10,The best,There is nothing like it I use it everyday for EVERYTHING Get it use it love it review it so other will too ,0,0,0
99_230973_4,10,Indispensable,I couldn't live without it now that I use it,0,0,0
99_230974_4,10,Very useful,Evernote help me to organize my day Every day,0,0,0
99_230975_4,8,Very handy,Great for taking personal notes,0,0,0
99_230976_4,10,Stellar Best p r o d u c t i v i t y app ever,Hands down all time best p r o d u c t i v i t y app 'nuff said,0,0,0
99_230978_4,10,Awesome ,This is the best business productivity tool I wish I would have known about it sooner Love love it ,0,0,0
99_230979_4,10,Perfect Note Taking App,Simply the best note taking app on any platform and all platforms I've tried many others but always end up going back to Evernote Using both the Chrome Mac iPhone versions ,0,0,0
99_230980_4,10,Keeps me organized,I love it All of my reminders notes and receipts in one place Thank goodness ,0,0,0
99_230981_4,10,Love this app ,One of my Favs ,0,0,0
99_230982_4,10,Perfect ,It's an awesome way to keep track of your thoughts ,0,0,0
99_230983_4,8,Good,very Good,0,0,0
99_230984_4,10,Decent,It's more useful if you put everything into it,0,0,0
99_230987_4,10,Love it it has become essential,Great product,0,0,0
99_230988_4,10,Big fan,Evernote has saved my life Seriously no joke I would be dead in a ditch if it wasn't for this app,0,0,0
99_230989_4,10,My favorite and most used app,Thanks,0,0,0
99_230992_4,10,Evernote,Good App Still learning it but so far so good It saved me from having to buy a tape recorder for a school assignment Thanks ,0,0,0
99_230994_4,10,Awesome ,Evernote is an excellent service and this is an awesome app ,0,0,0
99_230996_4,8,Good product,It was a little overwhelming to set up Evernote initially Now that I've got things the way I want I really enjoy it ,0,0,0
99_230997_4,8,Not as good as OneNote,But it works on all computers including Mac,0,0,0
99_230998_4,8,Love the interface,Love the interface Wish I remembered to use the app more ,0,0,0
99_230999_4,10,Masters Thesis,Evernote has allowed me to organize all the notes and journal summaries for my MBA thesis seamlessly and everything is accessible whether I'm at home work or mobile Love it ,0,0,0
99_231000_4,10,Great App ,Easy to use and very useful Plan all my trips with trip advisor ,0,0,0
99_231001_4,10,Great app for traveling ,A must have for vacation and business traveling ,0,0,0
99_231002_4,10,Very uselful app,Very uselful app,0,0,0
99_231003_4,8,Only one I use,I have been using trip advisor for a couple years now So far everything is as it seems and the app is very useful while traveling,0,0,0
99_231005_4,10,Indispensable ,I rely on tripadvisor for all my business and personal travel,0,0,0
99_231006_4,10,Love it ,I use it to look for places near me in the US and in Europe It's never failed me It's the ultimate in honest the good the bad and the ugly,0,0,0
99_231007_4,10,Very helpful,Very nice app for check restaurant hotel and more very attentive ,0,0,0
99_231008_4,10,All My Trips Start Here,Love this app Don't plan a trip without it ,0,0,0
99_231009_4,10,I use it all the time,This is the best app with the most reviews Don't rely on the outlier reviews like the really bad ones or the over the top ones that are short The most informative reviews are the ones that give specific details of the stay,0,0,0
99_231010_4,8,Good and better,Never disappointed me Always have some better opinion on hotels and restaurants,0,0,0
99_231011_4,8,Trip advisor,Really swell Very trippy,0,0,0
99_231013_4,10,Sr,It's great I like writing reviews and reading we're am gonna go next,0,0,0
99_231014_4,10,Pretty good,This app is pretty good but it could use the info like Overview Weather When to go info etc I would like to see that info because it would be like the website,0,0,0
99_231015_4,10,Great app,Love this app Always find where to go when you travel With many people on it it's great to find local places to eat visit while you are away,0,0,0
99_231017_4,10,Handy Travel Aid ,Good Ap Great when traveling to unfamiliar areas The Reviews help alot ,0,0,0
99_231020_4,10,Won't travel without it ,As a very active traveller domestically and internationally this is my most used and most dependable app on my phone ,0,0,0
99_231022_4,4,Good app for tourist No good for the business owner,Enough said,0,0,0
99_231023_4,10,Great travel app,This is a useful app for the frequent traveler,0,0,0
99_231024_4,10,The best trip app available,Trip advisor is full of the best trip app available If you're traveling without it you are not traveling right Grab this app and enjoy ann the hidden gems each city has to offer,0,0,0
99_231026_4,10,Great app ,Very good app ,0,0,0
99_231027_4,10,Best travel reviews,As good as it gets,0,0,0
99_231028_4,10,Great,I absolutely love this app It is so helpful when traveling and also helpful at home to see what other people are saying about my favorite restaurants,0,0,0
99_231029_4,10,Perfect for travel,Wonderful for exploring new places and your own backyard,0,0,0
99_231030_4,10,Greatness,Niiiice,0,0,0
99_231031_4,10,Love it ,I use it every time I travel ,0,0,0
99_231032_4,10,Great app,I love this app very helpful,0,0,0
99_231033_4,10,The best,The best travel site for planning your stay Good reviews by serious travelers,0,0,0
99_231034_4,10,Great,Very happy with app highly recommend,0,0,0
99_231036_4,10,Great ,It's amazing,0,0,0
99_231038_4,10,Just a great app,Use it all the time Great site and app,0,0,0
99_231039_4,10,Great,What a great aop,0,0,0
99_231040_4,10,The best,I use this all the time,0,0,0
99_231042_4,10,Best travel app EVER ,It helped me all the way from coast to coast and around the globe Thank you team keep up the good work ,0,0,0
99_231043_4,8,Great app,Tripadvisor is the best friend for a nice trip It is real trustful I love tripadvisor ,0,0,0
99_231044_4,10,Love it ,This app is so helpful I use it all the time ,0,0,0
99_231045_4,8,Comprehensive,I am happy to add content to this App because I have found it to be one of the best out there,0,0,0
99_231046_4,10,Uose full,Very good app,0,0,0
99_231047_4,10,Can't go without,Trip Advisor is a must when traveling if you want the best The best value hotel tour restaurant or just to know about an area,0,0,0
99_231048_4,10,Great app,The fact that you get all the info you need for your trip is the most important thing when traveling,0,0,0
99_231050_4,10,Love it ,It's a wonderful app,0,0,0
99_231052_4,8,San Francisco and Italy,Great app for planning,0,0,0
99_231053_4,6,Would love to see my reviews,I enjoy using trip advisor and would probably post more reviews if I could see a list and access my own reviews from the app,0,0,0
99_231054_4,10,Great App,Used it for our last vacation and were well prepared after reading all the reviews Map could use some upgrades But still great app,0,0,0
99_231055_4,8,Wouldn't be without it,The app could be easier to use but it has become an essential when traveling,0,0,0
99_231056_4,10,Great app,A pleasure to travel with,0,0,0
99_231057_4,10,Two Thumbs Up,My go to app when travelinglove it,0,0,0
99_231059_4,10,Easy access,Missing top 10 lists but overall great app,0,0,0
99_231060_4,8,Great app,Very helpful,0,0,0
99_231061_4,10,Invaluable app,I have now travelled through the US and several European countries and don't know how I travelled without this It has taken the risk out of sight unseen hotels and restaurants and led to many memorable stories Yes the reviews aren't always spot on but 90 is a huge improvement Don't leave home without this,0,0,0
99_231064_4,10,Keane's,Has traditional pub fine dining and a deck overlooking Tralee Bay Food the best on Dingle peninsula A very good experience,0,0,0
99_231065_4,8,Great info available,Love the app All info available is just what is needed ,0,0,0
99_231066_4,10,Mr,Our best friend abroad,0,0,0
99_231067_4,10,Must have ,This is what's needed so I don't waste my time and money going to places that have lousy food awful customer service,0,0,0
99_231068_4,8,Le bocage Chambres d'h tel Sorbais,Enjoyed our honeymoon at the bed breakfast for one night Had the pleasure to taste home made rhubarb pie and bought a jar of the home made rhubarb jam and a bottle of the orange liquor The host and hostess were delightful to meet and the location was charming,0,0,0
99_231069_4,10,Gr8 app ,Real reviews Small family owned Motels and restaurants are included,0,0,0
99_231070_4,10,Best Travel App,If you're traveling it's a great app to have,0,0,0
99_231071_4,8,Great out of town search,Nice app to find things you need when in an area you don't know,0,0,0
99_231072_4,10,Great,Great for vacations and tours Love the app ,0,0,0
99_231073_4,10,Very helpfull,I love the app I always check it before I make plans for my vacations ,0,0,0
99_231075_4,10,Must have ,Get it NOW,0,0,0
99_231076_4,10,Great info fast,Love the Ap for travel Easy a d accessible,0,0,0
99_231077_4,8,Review,Just new to appvery useful tool for locating mini weekend getaways,0,0,0
99_231078_4,6,Not bad,Flight tickets are the best price i've seen so far but I do wish they would drop a bit here then People would buy them more Just saying other than that I like it,0,0,0
99_231080_4,10,Does what it says,Simply excellent,0,0,0
99_231081_4,4,Trip Advisor App can't check in ,I was hoping to replace Yelp and Foursquare with Trip Advisor Disappointed I won't be able to The deal breaker is you can't check in on a location,0,0,0
99_231082_4,10,Trip adviser,Awesome Very helpful if you don't have time to research before you travel ,0,0,0
99_231084_4,4,Search,Bad results in the search,0,0,0
99_231086_4,10,Priceless ,I wouldn't even CONSIDER booking a hotel room without consulting this amazing app No where is there so much info And photos of where you are considering to stay,0,0,0
99_231088_4,10,Awesome,Road trip Use it every step of the way ,0,0,0
99_231089_4,10,Best app ever,I live in Costa Rica and using this app has helped me incredibly to find great new places A must have for people traveling ,0,0,0
99_231090_4,10,Very helpfull to plan family vacation D,This application is very much help us tp plan our vacation no doubt tripadvisor always give best reference D,0,0,0
99_231091_4,10,Great app,Works as described Unlike most apps,0,0,0
99_231093_4,8,Very useful app,Love traveling ,0,0,0
99_231094_4,10,Awesome app ,By far the most helpful travel app around ,0,0,0
99_231096_4,10,Excellent,I find trip advisor the only way to travel Little secrets appear that can make it or break it when I travel The only war to travel ,0,0,0
99_231097_4,10,M,Great trip tool Thank you for the initiative,0,0,0
99_231098_4,10,Nice ,Works fine,0,0,0
99_231099_4,10,Awesome app, awesome ,0,0,0
99_231101_4,10,LOVE THIS APP ,This is a great app I have found 2 great hotels in cities I was unfamiliar with Reviews are so helpful,0,0,0
99_231102_4,10,Don't Travel Without Checking Reviews,This App is like asking dozens of neighbors what they thought of a certain place they visited It's a must do on any trip planning,0,0,0
99_231103_4,10,Best helper in the world,Best helper in the world ,0,0,0
99_231105_4,8,Useful and fun,Great and resourceful app plus fun to plan ahead or dream a little,0,0,0
99_231107_4,10,Must have,Great app just love it,0,0,0
99_231108_4,8,just on thing missing,Just as good as web version just on thing missing There are no links to see websites of hotels restaurants activities etc,0,0,0
99_231109_4,10,Love this app,So helpful ,0,0,0
99_231110_4,10,Great App ,This App is one of the best ,0,0,0
99_231111_4,10,Love it,Super fast and gets all the great deals ,0,0,0
99_231112_4,10,don't leave home without checking the reviews,Trip advisor takes the pain out of some bad choices made spontaneously Read the reviews first Perfect ap,0,0,0
99_231113_4,6,Good app,I'm enjoying it so far hopefully when it's time for me to go out and do stuff ifs worth using ,0,0,0
99_231114_4,10,Great for reading and writing reviews,Love this handy app,0,0,0
99_231115_4,10,Naif,i like it,0,0,0
99_231116_4,4,Worst app from best travel site,Wow what a disappointment Where is all my stuff Where are my reviews What's up with having to retype search criteria after I hit back Trip Advisor where did your awesomeness go Please start from scratch and redo the app ,0,0,0
99_231119_4,10,A godsend when walking around in a strange town looking for food ,We have used trip adviser on the web for many years I'm so very glad this mobile app works just as well,0,0,0
99_231120_4,10,Good App,A ,0,0,0
99_231121_4,10,Ok,Works great ,0,0,0
99_231124_4,10,Very informative,Nicely put together bogland that it has tourist attraction not just food and hotels Love using this app,0,0,0
99_231126_4,10,Awesome aoo,This app is grate for planning va kays and activities and restaurants awesome,0,0,0
99_231128_4,10,I love it ,Very useful App for travelers I highly recommend it ,0,0,0
99_231129_4,10,Awesome,Awesome app Love the things to do part ,0,0,0
99_231131_4,10,The best,I don't leave home without consulting this site,0,0,0
99_231132_4,10,Exc,Exc,0,0,0
99_231133_4,8,Great app to have ,Great app to have ,0,0,0
99_231134_4,8,Buena aplicaci n Puede mejorar,Me gustar a que tuviera m s filtros de b squeda Muchas veces no me encuentra los lugares,0,0,0
99_231135_4,10,Just perfect ,The Best Travelling app,0,0,0
99_231136_4,10,Great,App,0,0,0
99_231138_4,10,Great app,Love this app Very helpful,0,0,0
99_231139_4,10,Trips,A good app to have if you were going on a road trip Check it out first at trip advisor before spending your hard earned buck ,0,0,0
99_231140_4,8,Good,Really really helpful,0,0,0
99_231141_4,10,Most useful free app I've got,Great for finding hotels restaurants Especially helpful when traveling to new place,0,0,0
99_231142_4,10,Love it ,Taking a road trip back home to Oregon this is very helpful I love it ,0,0,0
99_231143_4,10,Great app for travelers ,Wherever you go whatever you do it's good to have it with you ,0,0,0
99_231144_4,10,Like it,Very nice one,0,0,0
99_231145_4,10,Best app ever,Found tripadvisor when planning a trip with my boo and it helped us a great deal Good job guys Thumbs up,0,0,0
99_231146_4,10,Luv it ,Can't do wo it,0,0,0
99_231147_4,10,Perfect,I can't tell you how many times this app has saved me from boredom I love it,0,0,0
99_231148_4,10,Awesome,All the tools you need to plan your vacation are right at your finger tips with this great app Thank you TA,0,0,0
99_231149_4,10,rating,N Nice,0,0,0
99_231150_4,10,rating,Anjaar Ansari,0,0,0
99_231151_4,10,rating,Adbul majid 8010172473,0,0,0
99_231152_4,10,rating,perrfect nice amazing app loved it,0,0,0
99_231153_4,10,rating,Good One Superb way to communicate with friends,0,0,0
99_231154_4,10,rating,ADD MEother wise 9666685851,0,0,0
99_231155_4,10,rating,Good Good Good,0,0,0
99_231156_4,8,rating,Yes Top,0,0,0
99_231157_4,10,rating,Good Cool,0,0,0
99_231158_4,8,rating,This app is really surprised everyone This app is really surprised everyone,0,0,0
99_231159_4,10,rating,Nice Good,0,0,0
99_231160_4,10,rating,Suprb Osm app i realy love it,0,0,0
99_231161_4,10,rating,Very Good,0,0,0
99_231162_4,10,rating,No words Excellent application,0,0,0
99_231163_4,10,rating,Super Mass,0,0,0
99_231164_4,10,rating,Good Excellent work,0,0,0
99_231165_4,10,rating,Ex Good,0,0,0
99_231166_4,10,rating,Awesome Its awesome Its fun using whats app,0,0,0
99_231167_4,2,rating,Railalupadhyay1010 gmailcom Ramlalupadhyay1010 gmailcom,0,0,0
99_231168_4,10,rating,Sonia kaur Welcom,0,0,0
99_231170_4,8,rating,Good Good ,0,0,0
99_231171_4,10,rating,Very nice The best,0,0,0
99_231172_4,10,rating,Easy n awsm Life line,0,0,0
99_231173_4,8,rating,Very good app I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz,0,0,0
99_231174_4,6,rating,Wow Hundred wowww,0,0,0
99_231175_4,10,rating,Brilliant It's a great way to keep in contact with people you know ,0,0,0
99_231176_4,10,rating,It cooolll Its really hreat fun ,0,0,0
99_231177_4,10,rating,Its ehFUN ,0,0,0
99_231178_4,8,rating,I like it Best app,0,0,0
99_231179_4,10,rating,good better app for best link with all,0,0,0
99_231180_4,10,rating,Like it I just like,0,0,0
99_231181_4,10,rating,Great app Xolo Q 700 i,0,0,0
99_231182_4,10,rating,Kuttyfish Kuttyfish,0,0,0
99_231183_4,10,rating,Perfect A perfect messenger,0,0,0
99_231184_4,10,rating,Addiction Cool,0,0,0
99_231185_4,10,rating, Superb,0,0,0
99_231186_4,10,rating,Great app I love it,0,0,0
99_231187_4,10,rating,Nice way tobe in touch with buddies Very useful and also an economical way to communicate with our circles Hats off guys ,0,0,0
99_231188_4,10,rating, I like,0,0,0
99_231189_4,10,rating,very good impressed,0,0,0
99_231190_4,10,rating,Whatsapp I like this social network,0,0,0
99_231191_4,10,rating,This app will connect peoples VeRyGoOd ApP,0,0,0
99_231192_4,10,rating,tanjilaak Sumon11,0,0,0
99_231193_4,10,rating,Tnx ,0,0,0
99_231194_4,10,rating,Super Awesome,0,0,0
99_231195_4,10,rating,jk good,0,0,0
99_231196_4,10,rating,I am so sad Intaha ho gai intzar ki aai na kuch khabar mere yaar ki,0,0,0
99_231197_4,10,rating,Excellent Good,0,0,0
99_231198_4,10,rating,Awsm app I just love this app becoze if we r far from anyone so we can easily chat with them I really really love this app,0,0,0
99_231199_4,10,rating,Very good It is only showing chek stesus,0,0,0
99_231200_4,10,rating,I love it So awesome,0,0,0
99_231201_4,10,rating,Whaaaataappp Gr8 App ,0,0,0
99_231203_4,4,rating,MANDLA NO COMMENT,0,0,0
99_231204_4,8,rating,loved awesome,0,0,0
99_231205_4,10,rating,Excellent Supar apps,0,0,0
99_231207_4,2,rating,wajid khan very good,0,0,0
99_231208_4,10,rating,Excellent I am iy touch with my childhood friends,0,0,0
99_231209_4,10,rating,Naaaaaaaice Perfect,0,0,0
99_231210_4,10,rating,Whatsapp It is a very good thig,0,0,0
99_231211_4,10,rating,It was so useful to chat and connecting with all frnds I really loves this wats up and i enjoy the days chatting with my frnds tks for thiz innovative idea hats off,0,0,0
99_231212_4,10,rating,Nice Nice app,0,0,0
99_231213_4,10,rating,Nice Let's check it,0,0,0
99_231214_4,10,rating,Kap 1 WE RUN THINGS,0,0,0
99_231215_4,10,rating,Ritu Nice,0,0,0
99_231216_4,10,rating,Alla Very good aps,0,0,0
99_231217_4,10,rating,I like Really Easy use,0,0,0
99_231218_4,8,rating,Nice Software,0,0,0
99_231220_4,10,rating,Nice Nice,0,0,0
99_231222_4,10,rating,Excellent Its a wonderful app,0,0,0
99_231223_4,10,rating,Good 4,0,0,0
99_231224_4,10,rating,whatsapp i like it,0,0,0
99_231225_4,10,rating,Always Nice call my no I m waiting 4 u,0,0,0
99_231227_4,10,rating,Faadu The best way to connect with friendzz,0,0,0
99_231228_4,10,rating,kkk kkk,0,0,0
99_231229_4,10,rating,good nice,0,0,0
99_231230_4,10,rating,Superb Excellent,0,0,0
99_231231_4,10,rating,Nyc Gud,0,0,0
99_231232_4,10,rating,Shriyansh namdeo Awesom app,0,0,0
99_231233_4,10,rating,Too fast to good excellent Apps,0,0,0
99_231234_4,10,rating,watsapp nice and easy,0,0,0
99_231235_4,8,rating,A Its nice app to connection with all buddy,0,0,0
99_231236_4,6,rating,Goodul Work fast,0,0,0
99_231237_4,8,rating,070710 Antonio,0,0,0
99_231238_4,10,rating,Brilliant app Best app,0,0,0
99_231240_4,10,rating,Note 2 Very good messanger Better than others,0,0,0
99_231241_4,10,rating,Excelent Mahol,0,0,0
99_231242_4,10,rating,Good app Is a good app to text on,0,0,0
99_231243_4,10,rating,Samira othman Apps,0,0,0
99_231244_4,10,rating,Great Its really easy to use and I love all the little icons to choose from You can send videos and photos You don't need Facebook or anything like that Definitely download ,0,0,0
99_231245_4,10,rating,Verry good Its is verry best this time verry cool mind mref thmks 4watsapp,0,0,0
99_231246_4,10,rating,Javoy Very good,0,0,0
99_231247_4,10,rating,Awsome No meesenger aaps come near whatsapp,0,0,0
99_231248_4,10,rating,whatsapp is the best app i eva had whatsapp is the best app i eva had ad wuld lke 2 c whatsapp grow bigger,0,0,0
99_231252_4,10,rating,Love it Awesome,0,0,0
99_231253_4,8,rating,Thanks Hi very good apps,0,0,0
99_231254_4,6,rating,Very nice Very goid,0,0,0
99_231255_4,8,rating,Good This aps realy good,0,0,0
99_231256_4,8,rating,Easy as Easy and flex way to chat and share most media,0,0,0
99_231257_4,8,rating,Thanks So nice application,0,0,0
99_231258_4,10,rating,Awesome Best,0,0,0
99_231259_4,10,rating,Superb Bus chat off ka option bhi hona chaiye,0,0,0
99_231260_4,10,rating,Epic Its really good but when using 3g costs lods,0,0,1
99_231261_4,8,rating,Good Ok,0,0,0
99_231262_4,10,rating,This is the part of my life I,0,0,0
99_231263_4,10,rating,Nice app Good,0,0,0
99_231264_4,10,rating,Gr8 Very nice,0,0,0
99_231265_4,2,rating,Purchase If you remove the purchase i will rate 5 stars,0,0,0
99_231266_4,10,rating,Awesome app This is d best app ever but can anyone tell me how to turn off ur last seen Tnx,0,0,0
99_231267_4,10,rating,Rajandar Singh 58 gmailcom Nice,0,0,0
99_231268_4,10,rating,Aditya Very good app,0,0,0
99_231269_4,10,rating,Hello Anil kumar,0,0,0
99_231270_4,10,rating,Yo Cool,0,0,0
99_231271_4,10,rating,Happy Love this app,0,0,0
99_231272_4,10,rating,Not good Ganta whts app h y,0,0,0
99_231273_4,8,rating,Nice Very good application,0,0,0
99_231274_4,10,rating,Very nice Marvellous,0,0,0
99_231275_4,8,rating,Not bad Good,0,0,0
99_231276_4,8,rating,coooooll epic msnger,0,0,0
99_231277_4,8,rating,Good I love so much,0,0,0
99_231278_4,10,rating,Incruveu O melhor de conversa do mundo,0,0,0
99_231279_4,10,rating,Superb Best in the worldwide,0,0,0
99_231280_4,10,rating,Happy Hapy happy happy,0,0,0
99_231281_4,10,rating,Great Its great for texting with mates or friends always aware of the gossip its like a bbm put for android the thing is when I text and send I always make a mistake and wish I could take it back,0,0,0
99_231282_4,10,rating,Great Ultimate,0,0,0
99_231283_4,10,rating,So good it is helpfull in many ways,0,0,0
99_231284_4,10,rating,Muse Good,0,0,0
99_231285_4,8,rating,Awesome Awesome app,0,0,0
99_231286_4,10,rating,Whats app Very nice,0,0,0
99_231287_4,8,rating,Cool Alas Lathy,0,0,0
99_231288_4,10,rating,nice of chting with ppl ilike being on this ntwrk,0,0,0
99_231289_4,10,rating,Thanx Good,0,0,0
99_231290_4,10,rating,Excellent Wowww,0,0,0
99_231291_4,10,rating,Excellent Cool app With many stickers Stay connected with ur frndz,0,0,0
99_231292_4,10,rating,Hi Good,0,0,0
99_231293_4,10,rating,Hey,0,0,0
99_231294_4,10,rating,excellent good,0,0,0
99_231295_4,10,rating,Excellent Super,0,0,0
99_231296_4,10,rating,Good Thanks,0,0,0
99_231297_4,10,rating,Goldan Golden apps,0,0,0
99_231298_4,8,rating,Rk Awesome its really,0,0,0
99_231299_4,10,rating,Nice Awesome,0,0,0
99_231300_4,10,rating,1 years It's really best,0,0,0
99_231301_4,6,rating,nice good,0,0,0
99_231302_4,10,rating,Like,0,0,0
99_231303_4,10,rating,Great messenger app Excellent wouldnt have done it better myself ,0,0,0
99_231304_4,10,rating,Whatsapp Awesome app in luv wit whatsapp,0,0,0
99_231305_4,6,rating,G B,0,0,1
99_231306_4,10,rating,3 Gud,0,0,0
99_231307_4,8,rating,Very good Easy and very helpful,0,0,0
99_231308_4,10,rating,Hi Good,0,0,0
99_231309_4,10,rating,Very good Nice app I use it everyday,0,0,0
99_231310_4,10,rating,Iloveit Great,0,0,0
99_231311_4,2,rating,Whatsapp Whatsapp,0,0,0
99_231312_4,10,rating,Sparta queen Cool,0,0,0
99_231313_4,6,rating,Habibi Merindukan,0,0,0
99_231314_4,10,rating,Gud Gud,0,0,0
99_231315_4,10,rating,Super Very very Nice to oparate,0,0,0
99_231316_4,8,rating,it cool it cool,0,0,0
99_231317_4,10,rating,awsome app try it for sure,0,0,0
99_231319_4,8,rating,H H,0,0,0
99_231320_4,10,rating,Its amazing Awesome,0,0,0
99_231321_4,10,rating,Ram Nice,0,0,0
99_231322_4,10,rating,Best Excellent applove it,0,0,0
99_231323_4,10,rating,very good app no,0,0,0
99_231324_4,10,rating,Excellent Gr8 app,0,0,0
99_231325_4,6,rating,Great ok,0,0,0
99_231326_4,10,rating,Nice one,0,0,0
99_231327_4,10,rating,Love it Best application I've ever had,0,0,0
99_231328_4,10,rating,Very good Awesome,0,0,0
99_231329_4,10,rating,Wow Its an awesome app,0,0,0
99_231330_4,8,rating,How you,0,0,0
99_231332_4,10,rating,Very good Like a jet,0,0,0
99_231333_4,8,rating,Great At times even faster than ordinary sms,0,0,0
99_231334_4,10,rating,Ashu singapore Aat aa 22,0,0,0
99_231335_4,6,rating,Gun Good app,0,0,0
99_231336_4,10,rating,Brown Excelent,0,0,0
99_231337_4,10,rating,Wonderful application,0,0,0
99_231339_4,10,rating,The best Messenger app ever,0,0,0
99_231340_4,10,rating,Samsung galaxy star It is best,0,0,0
99_231341_4,8,rating,Very effective efficient,0,0,0
99_231342_4,8,rating,Awesome app,0,0,0
99_231343_4,10,rating,Excellent ,0,0,0
99_231345_4,10,rating,love it,0,0,0
99_231346_4,10,rating,Superb,0,0,0
99_231347_4,10,rating,Love it Nice,0,0,0
99_231348_4,10,rating,Best I am always on whatsapp My only means of talking Its good Better than normal texting,0,0,0
99_231349_4,6,rating,80 It sometimes jam up,0,0,0
99_231350_4,8,rating,Good This is a simply awe app Needs no intro Must try ,0,0,0
99_231351_4,10,rating,HTC one Best social app ever Y ,0,0,0
99_231352_4,8,rating,Stay Connected,0,0,0
99_231353_4,10,rating,Rahul Good,0,0,0
99_231354_4,10,rating,Awesome app The best app I really enjoy chatting in watsapp ,0,0,0
99_231355_4,8,rating,Rodney Lawrence,0,0,0
99_231356_4,2,rating,Selemon 0509833560,0,0,0
99_231357_4,10,rating,Grt app Love it go on,0,0,0
99_231358_4,4,rating,Good but Good concept But wish it didn't steal all of your data,0,0,0
99_231359_4,10,rating,Nice Ver nicoo,0,0,0
99_231360_4,10,rating,muaaaah i love this appp,0,0,0
99_231361_4,10,rating,1oo Excellent,0,0,0
99_231362_4,10,rating,Cool Cool watsapp,0,0,0
99_231363_4,8,rating,Nothing,0,0,0
99_231364_4,10,rating,No 1 M loving it,0,0,0
99_231365_4,10,rating,Excellent THE BEST ONE,0,0,0
99_231366_4,8,rating,Its gud bt not excellent bt still I like because it give opportunity to people come closer,0,0,0
99_231367_4,10,rating,G G,0,0,0
99_231368_4,8,rating,Eazy to excess Great way to communute,0,0,0
99_231369_4,10,rating,Apung Ya,0,0,0
99_231370_4,10,rating,watdupp nt bad,0,0,0
99_231373_4,10,rating,Cool Good,0,0,0
99_231374_4,10,rating,Best app to share thoughts ideas and different things and feelings Excellent way that connects to our family friends relatives and strangers too ,0,0,0
99_231375_4,10,rating,Useful Awesome application and useful Thank,0,0,0
99_231376_4,10,rating,Good Helpfullllll,0,0,0
99_231377_4,10,rating,Good Good app,0,0,0
99_231378_4,10,rating,Awsme app I juz love dis app its so easy nd free,0,0,0
99_231379_4,8,rating,Nice Wonderful like it,0,0,0
99_231380_4,8,rating,yes,0,0,0
99_231381_4,10,rating,Intrsting app,0,0,0
99_231382_4,6,rating,Datta,0,0,0
99_231383_4,2,rating, very bad,0,0,0
99_231384_4,10,rating,Love it I love it apps,0,0,0
99_231385_4,10,rating,This is AWSM No words marvrlous,0,0,0
99_231386_4,10,rating,Nice Nice application,0,0,0
99_231388_4,10,rating,Abu Awesome app,0,0,0
99_231389_4,10,rating,Great Great,0,0,0
99_231391_4,10,rating,Connectable Awesome,0,0,0
99_231392_4,10,rating,Great app Great app,0,0,0
99_231393_4,8,rating,Awsm App Really a good app,0,0,0
99_231394_4,10,rating,It is best App ever,0,0,0
99_231395_4,10,rating,Best messenger in the world,0,0,0
99_231396_4,10,rating,Excellent messenger The best in the market,0,0,0
99_231397_4,10,rating,Hello Good evenings,0,0,0
99_231398_4,6,rating,It works nicely,0,0,0
99_231399_4,8,rating,Hiiiii,0,0,0
99_231400_4,10,rating,Nice Ossam,0,0,0
99_231401_4,10,rating,The best The best,0,0,0
99_231402_4,8,rating,Ok OK,0,0,0
