Id,MainText,Subjectivity,Polarity
99_5750_4,In just 1 click I can search sales and plan out my trips Love this ,2.0,2.0
99_5751_4,Refer to title lol Great job thx,2.0,2.0
99_5752_4,Oovoo is so amazing I love it,2.0,2.0
99_5753_4,Amazing app love using ut,2.0,2.0
99_5754_4,Works very well My friends loved it,2.0,2.0
99_5755_4,Makes finding hard to find deals easy,2.0,2.0
99_5756_4,Great app Great deals and great savings What's not to like ,2.0,2.0
99_5757_4,Slick ,2.0,2.0
99_5758_4,It is a good app It definitely saves time finding online books ,2.0,2.0
99_5759_4,Super convenient I love being able to order delicious food from my phone Dominoes just keeps getting better and better ,2.0,2.0
99_5760_4,Great app Way better than papa johns,2.0,2.0
99_5761_4,Great app only one suggestion it would be great if it allowed for daily flow values ,2.0,2.0
99_5762_4,It's a nice app ,2.0,2.0
99_5763_4,Bezt app ever And very convenient for local and international text,2.0,2.0
99_5764_4,Thanks for making an app to manage my account Better than the mobile site ,2.0,2.0
99_5765_4,This app was easy to use I'm so glad I found it ,2.0,2.0
99_5766_4,No biggie Nothing to get excited about ,2.0,2.0
99_5767_4,I love keek,2.0,2.0
99_5768_4,Good App,2.0,2.0
99_5769_4,For those asking how to make a new when after you have already created one after you post it and you're ready for a new one tap the collage twice and it takes you back to the layout screen do you can insert new pics ,2.0,2.0
99_5770_4,Great App 3,2.0,2.0
99_5771_4,Very useful ,2.0,2.0
99_5772_4,Love This App Has come in handy and very bright ,2.0,2.0
99_5773_4,This is a great app ,2.0,2.0
99_5774_4,Really great app Helps me keep track of my spending has great graphing capabilities auto categorization an export feature Extremely well done I show this app to everyone ,2.0,2.0
99_5775_4,It needs improvement,2.0,2.0
99_5776_4,Only thing I would like added is the semester dates ,2.0,2.0
99_5777_4,It just needs to play the next song after one ends and it will definetely get the 5 stars,2.0,2.0
99_5778_4,great items Fast easy ordering Love fab ,2.0,2.0
99_5779_4,I have made many purchases from FAB and have been mostly very satisfied The offerings are unique and of good quality But don't expect your stuff in a hurry as many items are handcrafted One criticism is that there are not multiple views of the items and the descriptions are somewhat lacking ,2.0,2.0
99_5780_4,THIS APP IS A GREAT APP USE MY BONUS CODE cherryx3 please and thank you cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cherryx3 cher,2.0,2.0
99_5781_4,A awesome app,2.0,2.0
99_5782_4,Good but want more it costs money,2.0,2.0
99_5783_4,Love that this app has real time temp reading on the home screen so there is no need to open app entirely to view the current temp ,2.0,2.0
99_5784_4,Awesome app Worth downloading fast ,2.0,2.0
99_5785_4,I am able to find most of the music I like and I can play anywhere I go ,2.0,2.0
99_5786_4,Every time I try to go on this app it crashes and sends me back the my home page I have to keep trying and trying to get on Other than the crashing this is a great app and I'll give it 5 stars once the crashing problem is fixed ,2.0,2.0
99_5787_4,Every day I find something new with this app ,2.0,2.0
99_5788_4,I've saved so much money on so many neat apps ,2.0,2.0
99_5789_4,Even though a lot of the stuff they give away is already free I personally don't have time to search through the App Store every day Apps Gone Free brings top quality content in a daily basis Thanks guys ,2.0,2.0
99_5790_4,I check my Apps Gone Free log everyday to see what's available ,2.0,2.0
99_5791_4,Awesomesssss,2.0,2.0
99_5792_4,I have only started using this app after having it on my device for over 3 weeks I was influenced to use it when a saw a colleague use hers with glee The idea that actual people are entering the data mechanical turk gives me hope that the cards will be captured correctly Time will tell The first capture of my cards look great ,2.0,2.0
99_5793_4,Serves purpose so far ,2.0,2.0
99_5794_4,Great app for any bears fan Bear down ,2.0,2.0
99_5795_4,Getting better and better Really like getting quick data ,2.0,2.0
99_5796_4,Great apo,2.0,2.0
99_5797_4,8 week program really works Ran a 5k today Awesome ,2.0,2.0
99_5798_4,I just finished W3 D 3 Looking forward to my 1st 5k in more than 20 years ,2.0,2.0
99_5799_4,I have had to delete and add the app a few times As they say 3rd time is a charm and is working great,2.0,2.0
99_5800_4,Great app Works great with my playlists Wish it worked with Pandora Definitely not worth paying for the pay version of C 25 k because this up to date ,2.0,2.0
99_5801_4,Very good Your forecast are always current and accurate ,2.0,2.0
99_5802_4,Beautiful looking app Very informative as well ,2.0,2.0
99_5803_4,This is awaome,2.0,2.0
99_5804_4,Like the app ,2.0,2.0
99_5805_4,I love iTunes U Would be awesome to archive courses so they don't show on the bookshelf but can be accessed later ,2.0,2.0
99_5806_4,There's so many cool selections ,2.0,2.0
99_5807_4,I love this app c now I can take a pic of myself without having to hold it like always 3,2.0,2.0
99_5808_4,Works perfect and picks up a ton of stations that are really far ,2.0,2.0
99_5809_4,I love using this app at Walt Disney World Now I don't need to carry paper maps and pamphlets to guide my family around the parks and resorts ,2.0,2.0
99_5810_4,Verry nice,2.0,2.0
99_5811_4,Excelent,2.0,2.0
99_5812_4,Best app,2.0,2.0
99_5813_4,Love I'd cap that ,2.0,2.0
99_5814_4,Has a lot of workouts for being a free app,2.0,2.0
99_5815_4,Thanks ,2.0,2.0
99_5816_4,I love variety of monster to fight and love the effect of the parking falling down using as a ramp Good Game ,2.0,2.0
99_5818_4,Fun way to get back in touch with classmates in a time capsule way ,2.0,2.0
99_5819_4,So addicting,2.0,2.0
99_5820_4,Absolutely love it Must download ,2.0,2.0
99_5821_4,Fun app ,2.0,2.0
99_5822_4,This app is pretty neat ,2.0,2.0
99_5823_4,I love the Brave version better than the original The graphics are much better and I love the phrases she says The objective of hitting 100 is stupid when I don't know how I've done if I have improved or not when a status on targets hit is not given Tally it up in a drop down much like the distance markers at the end of each target segment ,2.0,2.0
99_5824_4,Outstanding Everything u need for ideas in one place A lot quicker then searching the web good job fellas ,2.0,2.0
99_5825_4,Love this app ,2.0,2.0
99_5826_4,Great pictures,2.0,2.0
99_5827_4,It has some really cool and interesting tattoos,2.0,2.0
99_5828_4,Good way to get an idea for a tat ,2.0,2.0
99_5829_4,Awesome convenient,2.0,2.0
99_5830_4,One of the most addicting games I've ever played ,2.0,2.0
99_5831_4,Nice options,2.0,2.0
99_5832_4,Decent photo editing ,2.0,2.0
99_5833_4,This is a pretty cool app Try it U won't regret it 0 ,2.0,2.0
99_5834_4,It's great for my brother because he's only four so when Disney comes on I can play this for him so he's not bord ,2.0,2.0
99_5836_4,This is a finely crafted bubble shooter with great graphics cute characters and fun gameplay that merits 4 or 5 stars HOWEVER that is all cancelled out by trying to make you pay real money in order to keep playing I believe it's 5 turns a day you get for free so if you lose 5 times you have to either wait a specific amount of time or pay money to keep playing This breaks up the gameplay because I refuse to make in game payments of this sort I HATE this type of payment system I would much rather buy the game up front for 1 2 or even 3 If that option becomes available I would definitely buy this game ,2.0,2.0
99_5837_4,Good job,2.0,2.0
99_5838_4,Wonderful,2.0,2.0
99_5839_4,Like it,2.0,2.0
99_5840_4,I don't even know how I lived life without this app,2.0,2.0
99_5841_4,Just finished the demo and it was great powerful,2.0,2.0
99_5842_4,Needs a cloud sync feature And subcategories,2.0,2.0
99_5843_4,Flawless operation ZERO problems Easy to use almost effortless New auto upload of photos and videos is a great useful addition Customer support is second to none when I did have a question support answered it before two hours had passed ,2.0,2.0
99_5844_4,Love this app Can you please integrate a spam filter feature so I can select and identify senders from which I no longer wish to receive emails,2.0,2.0
99_5845_4,Great gadget,2.0,2.0
99_5846_4,Does everything you would hope it would do well I wish I could email documents from Dropbox as attachments not as links,2.0,2.0
99_5847_4,It works ,2.0,2.0
99_5848_4,Extremely useful app ,2.0,2.0
99_5849_4,Awsome but cant do the powerpoint stuff i want to not the apps fault though,2.0,2.0
99_5850_4,Never crashed works as expected,2.0,2.0
99_5851_4,I can't imagine college without this app,2.0,2.0
99_5852_4,How do you move files within existing folders The world may never know Great fast app But moving files is a necessity,2.0,2.0
99_5853_4,Faster,2.0,2.0
99_5854_4,Reviewed by EasyJournaling Com Loved it from Day One,2.0,2.0
99_5855_4,Beautiful app Thanks Dropbox for keeping my porn safe HAHAHAH jk ,2.0,2.0
99_5856_4,Nice design refresh Looks great I love this app Dropbox totally saved me at work I had to email a bunch of large files and the work email system wouldn't take it Dropbox worked flawlessly Not only did they get links to download the files but they could also view content right in their web browser PDFs Word docs and videos all were viewable in the browser for them It made presentations a breeze I now use Dropbox for personal use too Love it,2.0,2.0
99_5857_4,Cool app and now sync to desktop app,2.0,2.0
99_5858_4,Its useful ,2.0,2.0
99_5859_4,It helped me alot thanks,2.0,2.0
99_5860_4,Cant think of any specific complaints but there is always room for a more robust interface,2.0,2.0
99_5861_4,Love the service but annotations on PDFs have disappeared from Dropbox since iOS 7 update Need these back please,2.0,2.0
99_5862_4,Very useful I don't have iOS 7 so I don't really have any compatibility issues Shame I can't view animated gif files though,2.0,2.0
99_5863_4,With you ,2.0,2.0
99_5864_4,really great,2.0,2.0
99_5865_4,Download this app if you want to get spied on ,2.0,2.0
99_5866_4,Dropbox is ok But MediaFires 10GB is much better than 2GB,2.0,2.0
99_5867_4,Best App Ever,2.0,2.0
99_5868_4,Got this for minecraft,2.0,2.0
99_5870_4,goooood,2.0,2.0
99_5871_4,How do I get MCPE maps and mods Without iexplorer or any other fake website to get your money,2.0,2.0
99_5872_4,This app is perfect next to ibook it is the most used app on my iPad s The only thing I can think of to make it better would be the ability to display long file names I use it as a repository for ebooks any many times have to download 3 or 4 books to find the correct one in a series Thanks for this great app ,2.0,2.0
99_5873_4,This app is the best utility Very needed I would suggest you to have at least 5 GB of space,2.0,2.0
99_5874_4,If you do not own this app your life must be so much tougher Enough said,2.0,2.0
99_5875_4,It's great useful app that's always there when I need it Enough said,2.0,2.0
99_5876_4,I like this app i just reallyy wish it could support zip files as well if that was changed i would so give it a 5star rating ,2.0,2.0
99_5877_4,I don't really know how to created the file like a word document or something,2.0,2.0
99_5878_4,Great companion to the desktop version Nice for viewing but not so great for making updates,2.0,2.0
99_5879_4,This app has been go so far for me On my iPod touch 4 generation I has done so much in so little of time Little than 30 seconds it had my account created and pictures uploading on there Although I am looking in to this I trust this will keep mine and your apple devices' apps music photos videos and so on safe with all your personal files ,2.0,2.0
99_5880_4,I have used the Dropbox app for a long time with no serious issues Sure there are glitches once in awhile but usually runs very smoothly I have it uploading my photos which it does consistently well and syncing docs I need No problems here not sure what the bad reviews are about,2.0,2.0
99_5881_4,The app greatly enhances the capability of the iPad by making it truly portable You are able to access your materials on all of your devices share with others either for the purpose of collaboration or simply dispersing information Both are very useful in the world of education ,2.0,2.0
99_5882_4,Dropbox is the smart invention I love it,2.0,2.0
99_5883_4,I have no idea how to get drop box files to sync with the iPhone or iPad,2.0,2.0
99_5884_4,very convientent,2.0,2.0
99_5885_4,Pretty handy app,2.0,2.0
99_5886_4,Simple and intuitive,2.0,2.0
99_5887_4,Great application Wow ,2.0,2.0
99_5889_4,Great app great for mobile teams,2.0,2.0
99_5890_4,Not sure why people are complaining Clearly Dropbox limits its features due to the Apple developer license agreement If they wanted more indepth file system features it would have been added Don't blame Dropbox,2.0,2.0
99_5891_4,I love the fact that its so easy to use and now my cel is working better than ever If you're still thinking to get this app don't think anymore download it now Thanks Dropbox ,2.0,2.0
99_5892_4,A must have app for college student ,2.0,2.0
99_5894_4,Definitely liking this app Use it all the time It would be really nice if it gives us 10gb free space ,2.0,2.0
99_5895_4,Thank you for your great work Dropbox ,2.0,2.0
99_5896_4,I just love using Dropbox But iOS 5 is required to use it How can I use it in iOS 41 ,2.0,2.0
99_5897_4,Gotta love Dropbox ,2.0,2.0
99_5898_4,It is important to have it,2.0,2.0
99_5899_4,This app not only looks great but also provides excellent functionality Flash Drives are a thing of the past ,2.0,2.0
99_5900_4, mms ,2.0,2.0
99_5902_4,Very useful app Thank you If only I could see my filled in fields of the Word forms on it it would be awesome It is a pain and a hustle not to be able to Also I miss the old app logo new one is just so so Otherwise it is great,2.0,2.0
99_5903_4,Download this app today,2.0,2.0
99_5904_4,This is one app that I use every day,2.0,2.0
99_5905_4,iOS,2.0,2.0
99_5906_4,This is an app that is relevant to everything I do I use it everyday My top 5 ,2.0,2.0
99_5907_4,My life just got easier Great application,2.0,2.0
99_5908_4,It's useful and helpful All my files and especially my photos are being synced FAST to my laptop This is the app that I've been looking for It's very convenient also to use,2.0,2.0
99_5909_4,I would've lost hundreds of photos if it wasn't for this app Thank you ,2.0,2.0
99_5910_4,Best app ever made for busy people Keeps up with everything and great app for people with jobs and hobbies that take up your time,2.0,2.0
99_5911_4,Going paperless and this is working for me so far Great stuff Recommend,2.0,2.0
99_5912_4,I like to be organized and be able to customize things as well and with this app I think it does pretty good with both I would recommend it ,2.0,2.0
99_5913_4,Wait for the bugs to get fixed Better yet Look for an alternative app,2.0,2.0
99_5914_4,Smooth,2.0,2.0
99_5915_4,Very useful,2.0,2.0
99_5916_4,This is working so far,2.0,2.0
99_5917_4,Good product,2.0,2.0
99_5918_4,Update has bad UI and doesn't support all the 3GS iPhones that are still on contracts Delete and use apple notes instead,2.0,2.0
99_5919_4,I like it a lot,2.0,2.0
99_5920_4,Is the badest UI i have ever seen Is very hard to use and no nice visual and no good to look I dont like at all Whats happen Evernote ,2.0,2.0
99_5921_4,Can't think of a better app to keep my life straight,2.0,2.0
99_5922_4,Love the new interface Quick access to my most used notes and tags makes the app so much more quick The most beautiful app on my phone,2.0,2.0
99_5923_4,this used to be a good appproduct important notes i took are gone can't recommend until they fix these major bugs ,2.0,2.0
99_5924_4,I am so disappointed to see the turn that the ios app has taken There's so much to dislike about this craptastic abomination that I'm not even going to try I'm a long time premium user and am seriously considering other options,2.0,2.0
99_5925_4,Hard to use takes up big chunks of the screen trying to sell me crap,2.0,2.0
99_5926_4,It's a app that you can do pretty much everything from making to do list to office papers It's great for people that are on the go and can store almost anything and have it in the palm of their hand,2.0,2.0
99_5927_4,But not anymore iOS 7 seems to be incompatible Too bad so sad uninstall,2.0,2.0
99_5928_4,Horrible,2.0,2.0
99_5929_4,Evernote is awesome That's all,2.0,2.0
99_5930_4,I use it all the time and it works great ,2.0,2.0
99_5931_4,Great app after 5 years of using it I upgraded to premium Very well done,2.0,2.0
99_5932_4,I love this thing seriously I use it for everything from project tracking to grocery lists to personal archive Can't recommend it highly enough That said I've got iOS7 on my phone but have not upgraded my iPad waiting for Apple to work some of the bugs out of the new OS for us tablet users As a result synching between devices is not always reliable right now just a watch out,2.0,2.0
99_5933_4,Feels more fluid controls are intuitive and exactly where I expect them to be Design meshes perfectly with iOS 7 Great job on this update ,2.0,2.0
99_5934_4,Evernote is no longer usable to me because I have not jumped on the iOS7 bandwagon I never adopt a new OS until the kinks have been wrung out Now I have lost the use of Evernote and I used to use it a lot Bad call Now I will be looking for something else to use and will let my Premium subscription expire,2.0,2.0
99_5935_4,Use Evernote a lot thanks,2.0,2.0
99_5936_4,The last version had a 'wow ' factor to it this version is ugly IMHO Still like what it does for me though,2.0,2.0
99_5937_4,Most folks who are trashing this version need to chill A reinstall fixes nearly all the issues I've been using EN for work travel and home I have been able to use it for travel the family went to Rome and I loaded all the maps and travel info reservations hotel info geocaches etc It saved time and trouble Now I add all my receipts and get rid of the paper This really has made tax preparation easier My favorit app I don't know what I would do without it,2.0,2.0
99_5938_4,You've got to be kidding I'm an Evernote premium user but NEVER update my iOS on the first go round If I had known I would not have updated Evernote Crap I use EN for everything ,2.0,2.0
99_5939_4,I use it all the time works great,2.0,2.0
99_5940_4,Evernote is the best note taking and keeping appservice there is As a long time user I know that they make it their business to offer more and better and safer features than anyone else,2.0,2.0
99_5941_4,PC laptops droid tablet two iPhones and one set of reference documents on all of them for myself and the wife What the heck was I doing sending copies and updates in msgs and hand written notes I'm so embarrassed I did not find this 3 years ago ,2.0,2.0
99_5943_4,It's like carrying 40 different notebooks around in your pocket all the time And the fact that all the info and ideas you collect during the day is waiting for you on your desktop computer when you get home is invaluable,2.0,2.0
99_5944_4,Evernote for iOS 7 is beautiful built for apples latest toys It's the best way to organize documents and images in one place,2.0,2.0
99_5945_4,No other app does what Evernote does in my experience You just have to start using it and it is very easy You cannot make a mistake or lose your material Once you start using it it will become an essential part of how you save and organize your thoughts material pictures virtually anything It is one of those 'must have' apps,2.0,2.0
99_5946_4,If,2.0,2.0
99_5947_4,You won't look back after getting this app Simple as that,2.0,2.0
99_5948_4,It is my most important work tool Keep the updates coming,2.0,2.0
99_5949_4,Evernote is a great application I use it across platforms and it always works without a glitch,2.0,2.0
99_5950_4,Since using Evernote I store everything there From to do list to what I ate at a particular restaurant and the wine we had it all goes into Evernote for reference It's nice to know where everything is filed,2.0,2.0
99_5951_4,Evernote is one of the few apps that I use everyday It's a delight to use for recording ideas and notes,2.0,2.0
99_5952_4,My creative juices can flow anytime anywhere and I've got the tool to capture it all ,2.0,2.0
99_5953_4,Outstanding Would be nice to have the PC app features available in IOS app,2.0,2.0
99_5954_4,Love this app and Evernote Starting to put everything here Getting better all the time,2.0,2.0
99_5955_4,I love this program and use it every day for work and play,2.0,2.0
99_5956_4,Good job and great job I love it,2.0,2.0
99_5957_4,Simply Love it ,2.0,2.0
99_5958_4,I love Evernote and frankly don't know how I'd live without it I have it installed on my desktop iPhone and iPad It's a lifesaver For newbies you might not be sure how to use this app Head to their website and they have user guides which will give you some ideas Once you incorporate it you'll start seeing the value right away,2.0,2.0
99_5959_4,I resisted using Evernote for some time while using other applications but decided to give it a try and have not regretted that decision While not perfect the totality of all of the functions makes it the best so far for me,2.0,2.0
99_5961_4,This is one of my favorite apps ,2.0,2.0
99_5962_4,This app will not down load or let me remove it Why ,2.0,2.0
99_5963_4,100 great One of my favorite productivity apps,2.0,2.0
99_5964_4,Would want to try and get anything done without it ever again Amazing,2.0,2.0
99_5965_4,I'm an elementary school teacher and like having ALL my notes in one place I don't waste time trying to find ideas for lesson plans etc If Penultimate was available for my Kindle Fire I'd have all I need,2.0,2.0
99_5966_4,Great product ,2.0,2.0
99_5967_4,I use Evernote for so many things Note taking Recording meetings to do lists web clipping reading PDFs and everything syncs to all devices i use Love the app It's must have for the iPhone and iPad and desktop PC or Mac ,2.0,2.0
99_5968_4,I use Evernote multiple times each day It helps keep my life organized and effective Great app ,2.0,2.0
99_5969_4,Have it with me everywhere all the time,2.0,2.0
99_5970_4,a very good app It's easy using,2.0,2.0
99_5971_4,Like it a lot,2.0,2.0
99_5972_4,A essential for any tablet user or ANY entrepreneur It's capability and conveniences will make you wonder how you went without it or how you used the Notes function so long ,2.0,2.0
99_5973_4,I can't live w o it ,2.0,2.0
99_5974_4,Good notes app nicely organized and clean to edit and read Highly recommend,2.0,2.0
99_5975_4,I love this app and use it daily as a journal,2.0,2.0
99_5976_4,Great app This made life easy to capture family moments and saving for years to come I evaluated quite few and Evernote stand top on the list,2.0,2.0
99_5977_4,If you take notes this is a must have,2.0,2.0
99_5978_4,Best app on my phone ,2.0,2.0
99_5979_4,As the title of this review states this is probably the very best note taking application available to the digital world Ever since I started to use it it has been wonderful Each time I think I understand all it does I find a newer cooler feature either on the Mac app or the iPadiPhone app I do a lot of research in grad school and this has been an amazing tool,2.0,2.0
99_5980_4,Goodgood,2.0,2.0
99_5981_4,More Awesomeness,2.0,2.0
99_5982_4,Couldn't live without it,2.0,2.0
99_5983_4,As a new Mom blogger writer grad student and full time professional I manage lots of details and this app helps to keep it all straight I love it Thank you ,2.0,2.0
99_5984_4,Meeting my expectations so far ,2.0,2.0
99_5985_4,Wonderful app ,2.0,2.0
99_5986_4,Use Evernote all the time to keep track of my lifeawesome,2.0,2.0
99_5987_4,I couldn't be happier with Evernote If it spit out gold coins some Would have problems with it I use it daily and each day I find a new way to use it Definitely an app to try and you'll find ways you can't live without it,2.0,2.0
99_5988_4,In just a few and simple words It is impossible for me to work without it It has became an indispensable tool for me,2.0,2.0
99_5989_4,11 stars Good stuff,2.0,2.0
99_5990_4,Decent,2.0,2.0
99_5991_4,I use Evernote every day It's more and more robust with each new edition,2.0,2.0
99_5992_4,I've been depending on Evernote for years The mobile app makes it even more convenient,2.0,2.0
99_5993_4,Was a great app that I use every day before Update with reminders makes it that much better Evernote keeps me organized ,2.0,2.0
99_5994_4,It allows me to record daily notes that aid in medical evaluations It feel almost like cheating my memory,2.0,2.0
99_5995_4,I've been an Evernote user for years It's the first App I install on any new device Essential I use it for everything,2.0,2.0
99_5996_4,Just perfect,2.0,2.0
99_5997_4,Probably the most important app I use,2.0,2.0
99_5998_4,Well organized easy to use and doesn't shove buying the upgrade in your face I use it here on my phone and on my laptop Great stuff ,2.0,2.0
99_5999_4,Really good app,2.0,2.0
99_6000_4,Never forget again ,2.0,2.0
99_6001_4,I'd tried Evernote in the past and never stuck with it but after using it for everything for the last six months I don't know what is do without it The app is fantastic Works really smoothly and makes creating and retrieving notes easy,2.0,2.0
99_6002_4,Great app Use it for everything from grocery list to to do list Love this app,2.0,2.0
99_6003_4,This is a app it simply does what it says,2.0,2.0
99_6004_4,Love this product,2.0,2.0
99_6005_4,For some reason I kept waiting for Yojimbo to get its act together and do a companion iOS app After using Evernote for 3 months I'm hooked It just works When you put them all together the desktop web and mobile apps are an impressive solution for just about any productivity challenge,2.0,2.0
99_6006_4,I love Evernote and have used it for the past few years Good for quick word processing and keeping track of all kinds of stuff I use it as my daily journal too ,2.0,2.0
99_6007_4,this one is great ,2.0,2.0
99_6008_4,It's ok because it sometimes it just closes on me But overall it is great,2.0,2.0
99_6009_4,There is nothing like it I use it everyday for EVERYTHING Get it use it love it review it so other will too ,2.0,2.0
99_6010_4,I couldn't live without it now that I use it,2.0,2.0
99_6011_4,Evernote help me to organize my day Every day,2.0,2.0
99_6012_4,Great for taking personal notes,2.0,2.0
99_6013_4,Hands down all time best p r o d u c t i v i t y app 'nuff said,2.0,2.0
99_6014_4,I frequently ask users of smart phones which application they love the most Evernote is the most frequent response I love it too It really empowers me to write while on the go,2.0,2.0
99_6015_4,This is the best business productivity tool I wish I would have known about it sooner Love love it ,2.0,2.0
99_6016_4,Simply the best note taking app on any platform and all platforms I've tried many others but always end up going back to Evernote Using both the Chrome Mac iPhone versions ,2.0,2.0
99_6017_4,I love it All of my reminders notes and receipts in one place Thank goodness ,2.0,2.0
99_6018_4,One of my Favs ,2.0,2.0
99_6019_4,It's an awesome way to keep track of your thoughts ,2.0,2.0
99_6020_4,very Good,2.0,2.0
99_6021_4,It's more useful if you put everything into it,2.0,2.0
99_6022_4,It's really useful now it just needs a dragon dictate so I can quit copy and pasting lol useful app though ,2.0,2.0
99_6023_4,When a brain tumor all but wiped out my short term memory I found myself struggling in every area of my life including work I am self employed and therefore need to be on top of my job at all times Thank you Evernote I'm now regaining some confidence that what I'm doing is right ,2.0,2.0
99_6024_4,Great product,2.0,2.0
99_6025_4,Evernote has saved my life Seriously no joke I would be dead in a ditch if it wasn't for this app,2.0,2.0
99_6026_4,Thanks,2.0,2.0
99_6027_4,I use Evernote every day for both work and personal note taking glad the crash on launch was fixed so quickly Would like to see complete parity on formatting and some other features between desktop and iPad versions but it's getting really close,2.0,2.0
99_6028_4,Go ahead and update to 521,2.0,2.0
99_6029_4,Good App Still learning it but so far so good It saved me from having to buy a tape recorder for a school assignment Thanks ,2.0,2.0
99_6030_4,Ever spent an hour trying to find a user name that would be accepted This app is it What a freaking waste of my time I would give it a zero if it would allow me ,2.0,2.0
99_6031_4,Evernote is an excellent service and this is an awesome app ,2.0,2.0
99_6033_4,It was a little overwhelming to set up Evernote initially Now that I've got things the way I want I really enjoy it ,2.0,2.0
99_6034_4,But it works on all computers including Mac,2.0,2.0
99_6035_4,Love the interface Wish I remembered to use the app more ,2.0,2.0
99_6036_4,Evernote has allowed me to organize all the notes and journal summaries for my MBA thesis seamlessly and everything is accessible whether I'm at home work or mobile Love it ,2.0,2.0
99_6037_4,Easy to use and very useful Plan all my trips with trip advisor ,2.0,2.0
99_6038_4,A must have for vacation and business traveling ,2.0,2.0
99_6039_4,Very uselful app,2.0,2.0
99_6040_4,I have been using trip advisor for a couple years now So far everything is as it seems and the app is very useful while traveling,2.0,2.0
99_6041_4,Handy but a little slow,2.0,2.0
99_6042_4,I rely on tripadvisor for all my business and personal travel,2.0,2.0
99_6043_4,I use it to look for places near me in the US and in Europe It's never failed me It's the ultimate in honest the good the bad and the ugly,2.0,2.0
99_6044_4,Very nice app for check restaurant hotel and more very attentive ,2.0,2.0
99_6045_4,Love this app Don't plan a trip without it ,2.0,2.0
99_6046_4,This is the best app with the most reviews Don't rely on the outlier reviews like the really bad ones or the over the top ones that are short The most informative reviews are the ones that give specific details of the stay,2.0,2.0
99_6047_4,Never disappointed me Always have some better opinion on hotels and restaurants,2.0,2.0
99_6048_4,Really swell Very trippy,2.0,2.0
99_6049_4,Nice UI,2.0,2.0
99_6050_4,It's great I like writing reviews and reading we're am gonna go next,2.0,2.0
99_6051_4,This app is pretty good but it could use the info like Overview Weather When to go info etc I would like to see that info because it would be like the website,2.0,2.0
99_6052_4,Love this app Always find where to go when you travel With many people on it it's great to find local places to eat visit while you are away,2.0,2.0
99_6053_4,I have the app on my phone and iPad I turn first to them for hotel and dining recommendations at home or in some exotic destination We do 2 4 major trips a year I've seen hotels rated a 4 that in my opinion were really a 5 If you read the most current reviews you will get the best feel for the hotel Dining is more subjective and the rating don't always meet my expectations Again look for the ones written in the last few days An extra I really like are the street maps and metro guides Very hard to get lost if you use their guide Very easy to find how to get to your destination Overall the guides are the best travel tools one could use,2.0,2.0
99_6054_4,Good Ap Great when traveling to unfamiliar areas The Reviews help alot ,2.0,2.0
99_6055_4,TripAdvisory has made planning out trip to Maui so much easier ,2.0,2.0
99_6056_4,I swear by Tripadvisor and this app makes it so accessible Very user friendly,2.0,2.0
