Id,Subject,MainText,Text,TextTokens,TextTopics,TopicPercentages
99_6115_4,Not bad,Flight tickets are the best price i've seen so far but I do wish they would drop a bit here then People would buy them more Just saying other than that I like it,Not bad Flight tickets are the best price i've seen so far but I do wish they would drop a bit here then People would buy them more Just saying other than that I like it,"['bad', 'flight', 'ticket', 'good', 'price', 'bit', 'People']",[],[]
99_6116_4,Never travel without it ,If I don't take a look at this App I think about the place twice Great App and features Two thumbs up ,Never travel without it  If I don't take a look at this App I think about the place twice Great App and features Two thumbs up,"['look', 'place', 'thumb']",[32],[0.49115795]
99_6117_4,Does what it says,Simply excellent,Does what it says Simply excellent,['excellent'],[46],[0.4838539]
99_6118_4,Trip Advisor App can't check in ,I was hoping to replace Yelp and Foursquare with Trip Advisor Disappointed I won't be able to The deal breaker is you can't check in on a location,Trip Advisor App can't check in  I was hoping to replace Yelp and Foursquare with Trip Advisor Disappointed I won't be able to The deal breaker is you can't check in on a location,"['Yelp', 'able', 'deal', 'breaker', 'location']",[1],[0.82116044]
99_6119_4,Trip adviser,Awesome Very helpful if you don't have time to research before you travel ,Trip adviser Awesome Very helpful if you don't have time to research before you travel,"['trip', 'adviser', 'helpful', 'time']",[],[]
99_6120_4,Built For Travel,This app is great for the novice traveler I just started a new position within my company that requires me to travel and I always refer to Trip Advisor for ratings on hotels and good places to get a hot meal I STRONGLY recommend this app ,Built For Travel This app is great for the novice traveler I just started a new position within my company that requires me to travel and I always refer to Trip Advisor for ratings on hotels and good places to get a hot meal I STRONGLY recommend this app,"['app', 'great', 'novice', 'traveler', 'new', 'position', 'company', 'rating', 'hotel', 'good', 'place', 'hot', 'meal', 'STRONGLY', 'app']",[18],[0.5982501]
99_6121_4,Search,Bad results in the search,Search Bad results in the search,"['bad', 'search']","[60, 56]","[0.3335458, 0.31995332]"
99_6122_4,Ver y good,My main traveling guide for wherever in the world I am,Ver y good My main traveling guide for wherever in the world I am,"['good', 'main', 'traveling', 'guide', 'world']",[9],[0.66198623]
99_6123_4,Priceless ,I wouldn't even CONSIDER booking a hotel room without consulting this amazing app No where is there so much info And photos of where you are considering to stay,Priceless  I wouldn't even CONSIDER booking a hotel room without consulting this amazing app No where is there so much info And photos of where you are considering to stay,"['priceless', 'hotel', 'room', 'amazing', 'app', 'info', 'photo']",[],[]
99_6124_4,Overall OK,It has a few minor flaws but I have to use this app while traveling Once I do I shall return with an update,Overall OK It has a few minor flaws but I have to use this app while traveling Once I do I shall return with an update,"['minor', 'flaw', 'app', 'update']",[20],[0.48963863]
99_6125_4,Awesome,Road trip Use it every step of the way ,Awesome Road trip Use it every step of the way,"['awesome', 'trip', 'step', 'way']",[38],[0.3950779]
99_6126_4,Best app ever,I live in Costa Rica and using this app has helped me incredibly to find great new places A must have for people traveling ,Best app ever I live in Costa Rica and using this app has helped me incredibly to find great new places A must have for people traveling,"['app', 'app', 'great', 'new', 'place', 'people']",[16],[0.42398778]
99_6127_4,Very helpfull to plan family vacation D,This application is very much help us tp plan our vacation no doubt tripadvisor always give best reference D,Very helpfull to plan family vacation D This application is very much help us tp plan our vacation no doubt tripadvisor always give best reference D,"['helpfull', 'family', 'vacation', 'd', 'application', 'help', 'plan', 'vacation', 'tripadvisor', 'good', 'reference', 'd']",[65],[0.7631018]
99_6128_4,Great app,Works as described Unlike most apps,Great app Works as described Unlike most apps,"['great', 'app', 'app']",[16],[0.74663717]
99_6129_4,Quite simply a great app,I have tried its info a couple of times and it always turns out very reliable Great service with this app Just give it a try,Quite simply a great app I have tried its info a couple of times and it always turns out very reliable Great service with this app Just give it a try,"['great', 'app', 'info', 'couple', 'time', 'reliable', 'great', 'service', 'app', 'try']","[11, 16]","[0.45163447, 0.36323035]"
99_6130_4,Very useful app,Love traveling ,Very useful app Love traveling,['useful'],[53],[0.4882397]
99_6131_4,Awesome app ,By far the most helpful travel app around ,Awesome app  By far the most helpful travel app around,"['awesome', 'app', 'helpful', 'travel', 'app']",[53],[0.47200367]
99_6132_4,Great to use,It's really great to use trip advisor for the information of hotels all around the globe,Great to use It's really great to use trip advisor for the information of hotels all around the globe,"['great', 'great', 'trip_advisor', 'hotel', 'globe']",[38],[0.59731513]
99_6133_4,Excellent,I find trip advisor the only way to travel Little secrets appear that can make it or break it when I travel The only war to travel ,Excellent I find trip advisor the only way to travel Little secrets appear that can make it or break it when I travel The only war to travel,"['excellent', 'trip_advisor', 'way', 'little', 'secret', 'war']",[38],[0.44666898]
99_6134_4,M,Great trip tool Thank you for the initiative,M Great trip tool Thank you for the initiative,"['great', 'trip', 'tool', 'initiative']",[38],[0.5226911]
99_6135_4,Nice ,Works fine,Nice  Works fine,['nice'],[24],[0.48363626]
99_6136_4,Awesome app, awesome ,Awesome app  awesome,"['awesome', 'app', 'awesome']",[53],[0.7376834]
99_6137_4,Great tool for future planning,I used it to plan ahead my stays for business or pleasure My wife got me into it Nice to used when you are looking for restaurants and or safe places to visits when I'm abroad I highly recommend to use it when overseas,Great tool for future planning I used it to plan ahead my stays for business or pleasure My wife got me into it Nice to used when you are looking for restaurants and or safe places to visits when I'm abroad I highly recommend to use it when overseas,"['great', 'tool', 'future', 'planning', 'stay', 'business', 'wife', 'restaurant', 'safe', 'place', 'visit']",[31],[0.57837117]
99_6138_4,LOVE THIS APP ,This is a great app I have found 2 great hotels in cities I was unfamiliar with Reviews are so helpful,LOVE THIS APP  This is a great app I have found 2 great hotels in cities I was unfamiliar with Reviews are so helpful,"['great', 'app', '2', 'great', 'hotel', 'city', 'unfamiliar', 'review', 'helpful']",[16],[0.38237387]
99_6139_4,Don't Travel Without Checking Reviews,This App is like asking dozens of neighbors what they thought of a certain place they visited It's a must do on any trip planning,Don't Travel Without Checking Reviews This App is like asking dozens of neighbors what they thought of a certain place they visited It's a must do on any trip planning,"['checking', 'review', 'dozen', 'neighbor', 'certain', 'place', 'trip', 'planning']",[34],[0.66049993]
99_6140_4,Best helper in the world,Best helper in the world ,Best helper in the world Best helper in the world,"['good', 'helper', 'world', 'good', 'helper', 'world']",[15],[0.565377]
99_6141_4,Amazing app,Love TripAdvisor as a website and now as an app The interface is easy and I've never experienced a problem with the app and I review a lot ,Amazing app Love TripAdvisor as a website and now as an app The interface is easy and I've never experienced a problem with the app and I review a lot,"['amazing', 'TripAdvisor', 'website', 'app', 'interface', 'easy', 'problem', 'app']",[],[]
99_6142_4,Useful and fun,Great and resourceful app plus fun to plan ahead or dream a little,Useful and fun Great and resourceful app plus fun to plan ahead or dream a little,"['useful', 'fun', 'great', 'resourceful', 'app', 'fun', 'little']",[],[]
99_6143_4,Convenient well organized,It's great to sync my travel plans thoughts whims across my devices The user content is generally well done but often the extremes can pull it one way or another,Convenient well organized It's great to sync my travel plans thoughts whims across my devices The user content is generally well done but often the extremes can pull it one way or another,"['great', 'travel', 'plan', 'thought', 'whim', 'device', 'user', 'content', 'extreme', 'way']",[59],[0.5401309]
99_6144_4,Must have,Great app just love it,Must have Great app just love it,"['great', 'app']",[16],[0.664992]
99_6145_4,just on thing missing,Just as good as web version just on thing missing There are no links to see websites of hotels restaurants activities etc,just on thing missing Just as good as web version just on thing missing There are no links to see websites of hotels restaurants activities etc,"['thing', 'good', 'web', 'version', 'thing', 'link', 'website', 'hotel', 'activity']",[],[]
99_6146_4,Love this app,So helpful ,Love this app So helpful,"['app', 'helpful']",[5],[0.64961535]
99_6147_4,Great App ,This App is one of the best ,Great App  This App is one of the best,"['great', 'good']","[18, 16]","[0.34576002, 0.34274542]"
99_6148_4,Love it,Super fast and gets all the great deals ,Love it Super fast and gets all the great deals,"['great', 'deal']","[16, 23]","[0.33640057, 0.33309603]"
99_6149_4,don't leave home without checking the reviews,Trip advisor takes the pain out of some bad choices made spontaneously Read the reviews first Perfect ap,don't leave home without checking the reviews Trip advisor takes the pain out of some bad choices made spontaneously Read the reviews first Perfect ap,"['home', 'review', 'trip_advisor', 'pain', 'bad', 'choice', 'review', 'perfect']",[],[]
99_6150_4,Good app,I'm enjoying it so far hopefully when it's time for me to go out and do stuff ifs worth using ,Good app I'm enjoying it so far hopefully when it's time for me to go out and do stuff ifs worth using,"['good', 'app', 'time', 'stuff', 'worth']",[],[]
99_6151_4,Great for reading and writing reviews,Love this handy app,Great for reading and writing reviews Love this handy app,"['great', 'reading', 'writing', 'review', 'handy', 'app']",[],[]
99_6152_4,Naif,i like it,Naif i like it,[],[],[]
99_6153_4,Worst app from best travel site,Wow what a disappointment Where is all my stuff Where are my reviews What's up with having to retype search criteria after I hit back Trip Advisor where did your awesomeness go Please start from scratch and redo the app ,Worst app from best travel site Wow what a disappointment Where is all my stuff Where are my reviews What's up with having to retype search criteria after I hit back Trip Advisor where did your awesomeness go Please start from scratch and redo the app,"['bad', 'app', 'good', 'travel', 'site', 'disappointment', 'stuff', 'review', 'search', 'criterion', 'awesomeness', 'scratch', 'app']",[23],[0.626207]
99_6154_4,Great App,The title says it all I used it as guide for the last trip we took and it was right on time Very reliable and provided us with much needed information Need more information on golf courseswill use it on every trip we take,Great App The title says it all I used it as guide for the last trip we took and it was right on time Very reliable and provided us with much needed information Need more information on golf courseswill use it on every trip we take,"['great', 'title', 'guide', 'trip', 'time', 'reliable', 'golf', 'courseswill', 'trip']",[48],[0.5869978]
99_6155_4,Excellent travel app indispensable ,We use this app all the time when traveling We have discovered fabulous restaurants in out of the way locations that we would otherwise have missed and have steered clear of unpleasant choices Best to use most recent reviews and look at overall score rather than relying on only one very bad or very good review,Excellent travel app indispensable  We use this app all the time when traveling We have discovered fabulous restaurants in out of the way locations that we would otherwise have missed and have steered clear of unpleasant choices Best to use most recent reviews and look at overall score rather than relying on only one very bad or very good review,"['excellent', 'travel', 'app', 'indispensable', 'app', 'time', 'fabulous', 'restaurant', 'way', 'location', 'clear', 'unpleasant', 'choice', 'recent', 'review', 'overall', 'score', 'bad', 'good', 'review']",[49],[0.53745115]
99_6156_4,A godsend when walking around in a strange town looking for food ,We have used trip adviser on the web for many years I'm so very glad this mobile app works just as well,A godsend when walking around in a strange town looking for food  We have used trip adviser on the web for many years I'm so very glad this mobile app works just as well,"['godsend', 'strange', 'town', 'food', 'trip', 'adviser', 'web', 'year', 'glad', 'mobile', 'app']",[41],[0.82670635]
99_6157_4,Good App,A ,Good App A,['good'],[18],[0.51015604]
99_6158_4,Ok,Works great ,Ok Works great,['great'],[16],[0.5057082]
99_6159_4,Enjoy this app,Great app with great information,Enjoy this app Great app with great information,"['app', 'great', 'app', 'great']",[16],[0.7962849]
99_6160_4,Excellent ,The trip advisor app was EXTREMELY useful for our honeymoon in Puerto Rico We were unable to plan much ahead of time so the trip advisor app helped to guide us toward a great experience Thank you so much D,Excellent  The trip advisor app was EXTREMELY useful for our honeymoon in Puerto Rico We were unable to plan much ahead of time so the trip advisor app helped to guide us toward a great experience Thank you so much D,"['excellent', 'trip_advisor', 'EXTREMELY', 'useful', 'honeymoon', 'unable', 'time', 'trip_advisor', 'great', 'experience', 'd']",[38],[0.31198397]
99_6161_4,Very informative,Nicely put together bogland that it has tourist attraction not just food and hotels Love using this app,Very informative Nicely put together bogland that it has tourist attraction not just food and hotels Love using this app,"['informative', 'bogland', 'tourist', 'attraction', 'food', 'hotel', 'Love', 'app']",[],[]
99_6162_4,Quite helpful,Fast route to information culture and lots of fun ,Quite helpful Fast route to information culture and lots of fun,"['helpful', 'fast', 'route', 'culture', 'lot', 'fun']",[],[]
99_6163_4,Awesome aoo,This app is grate for planning va kays and activities and restaurants awesome,Awesome aoo This app is grate for planning va kays and activities and restaurants awesome,"['app', 'kay', 'activity', 'restaurant', 'awesome']",[35],[0.3958237]
99_6164_4,Mr,Great app that is very user friendly,Mr Great app that is very user friendly,"['great', 'app', 'user', 'friendly']",[16],[0.3880398]
99_6165_4,I love it ,Very useful App for travelers I highly recommend it ,I love it  Very useful App for travelers I highly recommend it,"['useful', 'App', 'traveler']",[67],[0.3333333333333333]
99_6166_4,Awesome,Awesome app Love the things to do part ,Awesome Awesome app Love the things to do part,"['awesome', 'app', 'thing']",[53],[0.49126524]
99_6167_4,Luis and Evania,It is a great resource for searching and getting personnal feelings from visitors like us We always use for our travel plans,Luis and Evania It is a great resource for searching and getting personnal feelings from visitors like us We always use for our travel plans,"['Luis', 'Evania', 'great', 'resource', 'personnal', 'feeling', 'visitor', 'travel', 'plan']",[46],[0.5956042]
99_6168_4,The best,I don't leave home without consulting this site,The best I don't leave home without consulting this site,"['good', 'home', 'site']",[],[]
99_6169_4,Exc,Exc,Exc Exc,[],[],[]
99_6170_4,Great app to have ,Great app to have ,Great app to have  Great app to have,"['great', 'app', 'great', 'app']",[16],[0.7962849]
99_6171_4,Buena aplicaci n Puede mejorar,Me gustar a que tuviera m s filtros de b squeda Muchas veces no me encuentra los lugares,Buena aplicaci n Puede mejorar Me gustar a que tuviera m s filtros de b squeda Muchas veces no me encuentra los lugares,"['buena', 'aplicaci', 'mejorar', 'que', 'tuviera', 'Muchas']",[60],[0.84679455]
99_6172_4,Just perfect ,The Best Travelling app,Just perfect  The Best Travelling app,"['good', 'travelling', 'app']",[18],[0.66800636]
99_6173_4,Great,App,Great App,[],[],[]
99_6174_4,Tommy Bahama Naples Florida,Jennifer and G were amazing Food was delicious Atmosphere Naplease Service by Jennifer delivered was helpful and great suggestions we enjoyed G the manager checked on us and made sure everything was perfect with a genuine and sincere and kind manner Overall 5 stars A definite remember Thanks to both for a lovely dining experience ,Tommy Bahama Naples Florida Jennifer and G were amazing Food was delicious Atmosphere Naplease Service by Jennifer delivered was helpful and great suggestions we enjoyed G the manager checked on us and made sure everything was perfect with a genuine and sincere and kind manner Overall 5 stars A definite remember Thanks to both for a lovely dining experience,"['Jennifer', 'amazing', 'delicious', 'Jennifer', 'helpful', 'great', 'suggestion', 'manager', 'sure', 'perfect', 'genuine', 'sincere', 'kind', 'manner', 'star', 'definite', 'thank', 'lovely', 'dining', 'experience']",[52],[0.80561227]
99_6175_4,Great app,Love this app Very helpful,Great app Love this app Very helpful,"['great', 'app', 'app', 'helpful']",[16],[0.586466]
99_6176_4,Trips,A good app to have if you were going on a road trip Check it out first at trip advisor before spending your hard earned buck ,Trips A good app to have if you were going on a road trip Check it out first at trip advisor before spending your hard earned buck,"['trip', 'good', 'app', 'road', 'trip', 'trip_advisor', 'hard', 'buck']",[38],[0.4800748]
99_6177_4,Good,Really really helpful,Good Really really helpful,"['good', 'helpful']","[18, 5]","[0.34576014, 0.32736957]"
99_6178_4,Most useful free app I've got,Great for finding hotels restaurants Especially helpful when traveling to new place,Most useful free app I've got Great for finding hotels restaurants Especially helpful when traveling to new place,"['useful', 'free', 'app', 'great', 'hotel', 'restaurant', 'helpful', 'new', 'place']",[],[]
99_6179_4,Love it ,Taking a road trip back home to Oregon this is very helpful I love it ,Love it  Taking a road trip back home to Oregon this is very helpful I love it,"['road', 'trip', 'Oregon', 'helpful']",[38],[0.49135748]
99_6180_4,Great app for travelers ,Wherever you go whatever you do it's good to have it with you ,Great app for travelers  Wherever you go whatever you do it's good to have it with you,"['great', 'app', 'traveler', 'good']",[16],[0.356425]
99_6181_4,Like it,Very nice one,Like it Very nice one,['nice'],[24],[0.48363626]
99_6182_4,Best app ever,Found tripadvisor when planning a trip with my boo and it helped us a great deal Good job guys Thumbs up,Best app ever Found tripadvisor when planning a trip with my boo and it helped us a great deal Good job guys Thumbs up,"['good', 'app', 'tripadvisor', 'trip', 'boo', 'great', 'deal', 'good', 'job', 'guy', 'thumb']",[41],[0.46469584]
99_6183_4,Luv it ,Can't do wo it,Luv it  Can't do wo it,[],[],[]
99_6184_4,Perfect,I can't tell you how many times this app has saved me from boredom I love it,Perfect I can't tell you how many times this app has saved me from boredom I love it,"['perfect', 'time', 'app', 'boredom']",[24],[0.34545743]
99_6185_4,Awesome,All the tools you need to plan your vacation are right at your finger tips with this great app Thank you TA,Awesome All the tools you need to plan your vacation are right at your finger tips with this great app Thank you TA,"['tool', 'vacation', 'right', 'finger', 'tip', 'great', 'app', 'TA']",[5],[0.5895379]
99_6186_4,rating,N Nice,rating N Nice,[],[],[]
99_6187_4,rating,Anjaar Ansari,rating Anjaar Ansari,[],[],[]
99_6188_4,rating,Adbul majid 8010172473,rating Adbul majid 8010172473,"['Adbul', 'majid']",[],[]
99_6189_4,rating,perrfect nice amazing app loved it,rating perrfect nice amazing app loved it,"['perrfect', 'nice', 'amazing', 'app']",[],[]
99_6190_4,rating,Good One Superb way to communicate with friends,rating Good One Superb way to communicate with friends,"['way', 'friend']",[59],[0.6506663]
99_6191_4,rating,ADD MEother wise 9666685851,rating ADD MEother wise 9666685851,"['ADD', 'wise', '9666685851']",[15],[0.48307118]
99_6192_4,rating,Good Good Good,rating Good Good Good,"['good', 'good', 'good']",[18],[0.74891716]
99_6193_4,rating,Yes Top,rating Yes Top,[],[],[]
99_6194_4,rating,Good Cool,rating Good Cool,['good'],[18],[0.51015604]
99_6195_4,rating,This app is really surprised everyone This app is really surprised everyone,rating This app is really surprised everyone This app is really surprised everyone,"['app', 'surprised', 'app', 'surprised']",[46],[0.7049758]
99_6196_4,rating,Nice Good,rating Nice Good,['good'],[18],[0.51015604]
99_6197_4,rating,Suprb Osm app i realy love it,rating Suprb Osm app i realy love it,[],[],[]
99_6198_4,rating,Very Good,rating Very Good,['good'],[18],[0.51015604]
99_6199_4,rating,No words Excellent application,rating No words Excellent application,"['word', 'excellent', 'application']",[],[]
99_6200_4,rating,Super Mass,rating Super Mass,[],[],[]
99_6201_4,rating,Good Excellent work,rating Good Excellent work,"['good', 'work']","[18, 45]","[0.34576014, 0.32685354]"
99_6202_4,rating,Ex Good,rating Ex Good,['good'],[18],[0.51015604]
99_6203_4,rating,Awesome Its awesome Its fun using whats app,rating Awesome Its awesome Its fun using whats app,"['awesome', 'fun', 'app']",[53],[0.4668783]
99_6204_4,rating,Railalupadhyay1010 gmailcom Ramlalupadhyay1010 gmailcom,rating Railalupadhyay1010 gmailcom Ramlalupadhyay1010 gmailcom,"['Railalupadhyay1010', 'gmailcom', 'Ramlalupadhyay1010', 'gmailcom']",[65],[0.7863712]
99_6205_4,rating,Sonia kaur Welcom,rating Sonia kaur Welcom,['kaur'],[],[]
99_6206_4,rating,Good Really help fullbut if u make it free for lifetimewe will use it life long,rating Good Really help fullbut if u make it free for lifetimewe will use it life long,"['free', 'life']","[48, 36]","[0.32780504, 0.32653463]"
99_6207_4,rating,Good Good ,rating Good Good,"['good', 'good']",[18],[0.66800654]
99_6208_4,rating,Very nice The best,rating Very nice The best,"['nice', 'good']","[18, 24]","[0.34576002, 0.32778615]"
99_6209_4,rating,Easy n awsm Life line,rating Easy n awsm Life line,"['awsm', 'life', 'line']","[48, 42]","[0.3278073, 0.3273197]"
99_6210_4,rating,Very good app I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz,rating Very good app I wish it can work with two number in same phone or work with dual sim card for both number when it will be Work for dual sim card mobile plz,"['good', 'app', 'number', 'phone', 'work', 'dual', 'sim', 'card', 'number', 'work', 'dual', 'sim', 'card', 'mobile', 'plz']",[49],[0.734363]
99_6211_4,rating,Wow Hundred wowww,rating Wow Hundred wowww,['wowww'],[],[]
99_6212_4,rating,Brilliant It's a great way to keep in contact with people you know ,rating Brilliant It's a great way to keep in contact with people you know,"['great', 'way', 'contact', 'people']",[59],[0.5837558]
99_6213_4,rating,It cooolll Its really hreat fun ,rating It cooolll Its really hreat fun,"['hreat', 'fun']",[30],[0.48443186]
99_6214_4,rating,Its ehFUN ,rating Its ehFUN,['ehfun'],[],[]
99_6215_4,rating,I like it Best app,rating I like it Best app,"['good', 'app']",[18],[0.6680055]
99_6216_4,rating,good better app for best link with all,rating good better app for best link with all,"['good', 'well', 'app', 'good', 'link']",[18],[0.4738488]
99_6217_4,rating,Like it I just like,rating Like it I just like,[],[],[]
99_6218_4,rating,Great app Xolo Q 700 i,rating Great app Xolo Q 700 i,"['great', 'app']",[16],[0.6649919]
99_6219_4,rating,Kuttyfish Kuttyfish,rating Kuttyfish Kuttyfish,"['kuttyfish', 'kuttyfish']",[],[]
99_6220_4,rating,Perfect A perfect messenger,rating Perfect A perfect messenger,"['perfect', 'messenger']","[6, 34]","[0.3277455, 0.32635823]"
99_6221_4,rating,Addiction Cool,rating Addiction Cool,['Addiction'],[],[]
99_6222_4,rating, Superb,rating  Superb,[],[],[]
99_6223_4,rating,Great app I love it,rating Great app I love it,"['great', 'app']",[16],[0.664992]
99_6224_4,rating,Nice way tobe in touch with buddies Very useful and also an economical way to communicate with our circles Hats off guys ,rating Nice way tobe in touch with buddies Very useful and also an economical way to communicate with our circles Hats off guys,"['way', 'tobe', 'touch', 'buddy', 'useful', 'economical', 'way', 'circle', 'hat', 'guy']",[25],[0.90169454]
99_6225_4,rating, I like,rating  I like,[],[],[]
99_6226_4,rating,very good impressed,rating very good impressed,"['good', 'impressed']","[18, 59]","[0.34576443, 0.3284119]"
99_6227_4,rating,Whatsapp I like this social network,rating Whatsapp I like this social network,"['Whatsapp', 'social', 'network']",[],[]
99_6228_4,rating,This app will connect peoples VeRyGoOd ApP,rating This app will connect peoples VeRyGoOd ApP,"['app', 'people']",[59],[0.6506646]
99_6229_4,rating,tanjilaak Sumon11,rating tanjilaak Sumon11,"['tanjilaak', 'Sumon11']",[],[]
99_6230_4,rating,Tnx ,rating Tnx,[],[],[]
99_6231_4,rating,Super Awesome,rating Super Awesome,['awesome'],[53],[0.48823994]
99_6232_4,rating,jk good,rating jk good,['good'],[18],[0.51015604]
99_6233_4,rating,I am so sad Intaha ho gai intzar ki aai na kuch khabar mere yaar ki,rating I am so sad Intaha ho gai intzar ki aai na kuch khabar mere yaar ki,['sad'],[44],[0.48166466]
99_6234_4,rating,Excellent Good,rating Excellent Good,['good'],[18],[0.51015604]
99_6235_4,rating,Awsm app I just love this app becoze if we r far from anyone so we can easily chat with them I really really love this app,rating Awsm app I just love this app becoze if we r far from anyone so we can easily chat with them I really really love this app,"['app', 'app']",[16],[0.66499186]
99_6236_4,rating,Very good It is only showing chek stesus,rating Very good It is only showing chek stesus,"['good', 'chek']",[18],[0.51015604]
99_6237_4,rating,I love it So awesome,rating I love it So awesome,['awesome'],[53],[0.48823994]
99_6238_4,rating,Whaaaataappp Gr8 App ,rating Whaaaataappp Gr8 App,"['Whaaaataappp', 'App']",[59],[0.48457146]
99_6240_4,rating,MANDLA NO COMMENT,rating MANDLA NO COMMENT,[],[],[]
99_6241_4,rating,loved awesome,rating loved awesome,['awesome'],[53],[0.48823994]
99_6242_4,rating,Excellent Supar apps,rating Excellent Supar apps,['app'],[16],[0.50570387]
99_6243_4,rating,Excellent communication app It is quite nice and enjoyable and time passing too Communication is very easy through this and is best communication app ever Keep it up WHAT'S APP THREE cheers for what's app,rating Excellent communication app It is quite nice and enjoyable and time passing too Communication is very easy through this and is best communication app ever Keep it up WHAT'S APP THREE cheers for what's app,"['excellent', 'communication', 'app', 'nice', 'enjoyable', 'time', 'easy', 'good', 'communication', 'app', 'cheer']",[23],[0.42401585]
99_6244_4,rating,wajid khan very good,rating wajid khan very good,['good'],[18],[0.51015604]
99_6245_4,rating,Excellent I am iy touch with my childhood friends,rating Excellent I am iy touch with my childhood friends,"['childhood', 'friend']",[59],[0.48457122]
99_6246_4,rating,Naaaaaaaice Perfect,rating Naaaaaaaice Perfect,[],[],[]
99_6247_4,rating,Whatsapp It is a very good thig,rating Whatsapp It is a very good thig,"['Whatsapp', 'good', 'thig']","[18, 11]","[0.34576148, 0.3262715]"
99_6248_4,rating,It was so useful to chat and connecting with all frnds I really loves this wats up and i enjoy the days chatting with my frnds tks for thiz innovative idea hats off,rating It was so useful to chat and connecting with all frnds I really loves this wats up and i enjoy the days chatting with my frnds tks for thiz innovative idea hats off,"['useful', 'frnd', 'day', 'frnd', 'thiz', 'innovative', 'idea', 'hat']",[6],[0.5511146]
99_6249_4,rating,Nice Nice app,rating Nice Nice app,['app'],[16],[0.50569904]
99_6250_4,rating,Nice Let's check it,rating Nice Let's check it,['Nice'],[8],[0.48162466]
99_6251_4,rating,Kap 1 WE RUN THINGS,rating Kap 1 WE RUN THINGS,"['1', 'thing']","[32, 65]","[0.32719204, 0.3264452]"
99_6252_4,rating,Ritu Nice,rating Ritu Nice,[],[],[]
99_6253_4,rating,Alla Very good aps,rating Alla Very good aps,['good'],[18],[0.51015604]
99_6254_4,rating,I like Really Easy use,rating I like Really Easy use,"['easy', 'use']","[26, 54]","[0.33043808, 0.32750693]"
99_6255_4,rating,Nice Software,rating Nice Software,[],[],[]
99_6256_4,rating,Sucks to the core Doesn't deserve even a single star Why do I always have to update aaps and I kept getting msg from server to update it But I ignored since I dint wanna update it Now I cannot update the new version This is more than 7th time m trying to update and I just cannot It just stops in between I even dont want the new version since people are comenting saying it aint that good Why is it compulsory to update it p anyways please help to get it downloaded Otherwise ill take back that 1 star alsop,rating Sucks to the core Doesn't deserve even a single star Why do I always have to update aaps and I kept getting msg from server to update it But I ignored since I dint wanna update it Now I cannot update the new version This is more than 7th time m trying to update and I just cannot It just stops in between I even dont want the new version since people are comenting saying it aint that good Why is it compulsory to update it p anyways please help to get it downloaded Otherwise ill take back that 1 star alsop,"['suck', 'core', 'single', 'star', 'update', 'aap', 'msg', 'server', 'update', 'update', 'update', 'new', 'version', '7th', 'time', 'update', 'new', 'version', 'people', 'good', 'compulsory', 'update', 'ill', '1', 'star', 'alsop']",[34],[0.5148651]
99_6257_4,rating,Nice Nice,rating Nice Nice,[],[],[]
99_6258_4,rating,It's the best It's quick and easy to use and never let's me down and I don't have to spend credit while having a conversation I totally recommend it for anyone,rating It's the best It's quick and easy to use and never let's me down and I don't have to spend credit while having a conversation I totally recommend it for anyone,"['good', 'quick', 'easy', 'credit', 'conversation']",[61],[0.49372506]
99_6259_4,rating,Excellent Its a wonderful app,rating Excellent Its a wonderful app,"['wonderful', 'app']",[6],[0.6499848]
99_6260_4,rating,Good 4,rating Good 4,['4'],[52],[0.481428]
99_6261_4,rating,whatsapp i like it,rating whatsapp i like it,['whatsapp'],[35],[0.48260015]
99_6262_4,rating,Always Nice call my no I m waiting 4 u,rating Always Nice call my no I m waiting 4 u,['4'],[52],[0.481428]
99_6263_4,rating,Good Pls add more feature allow me to send pdf file to frnds,rating Good Pls add more feature allow me to send pdf file to frnds,"['feature', 'file', 'frnd']",[9],[0.4908756]
99_6264_4,rating,Faadu The best way to connect with friendzz,rating Faadu The best way to connect with friendzz,"['Faadu', 'good', 'way', 'friendzz']",[16],[0.580608]
99_6265_4,rating,kkk kkk,rating kkk kkk,[],[],[]
99_6266_4,rating,good nice,rating good nice,"['good', 'nice']","[18, 24]","[0.34576002, 0.32778612]"
99_6267_4,rating,Superb Excellent,rating Superb Excellent,[],[],[]
99_6268_4,rating,Nyc Gud,rating Nyc Gud,[],[],[]
99_6269_4,rating,Shriyansh namdeo Awesom app,rating Shriyansh namdeo Awesom app,"['Shriyansh', 'namdeo', 'Awesom', 'app']",[16],[0.50570774]
99_6270_4,rating,Too fast to good excellent Apps,rating Too fast to good excellent Apps,"['good', 'excellent', 'app']",[18],[0.46478418]
99_6271_4,rating,watsapp nice and easy,rating watsapp nice and easy,"['watsapp', 'nice', 'easy']",[],[]
99_6272_4,rating,A Its nice app to connection with all buddy,rating A Its nice app to connection with all buddy,"['nice', 'app', 'connection', 'buddy']","[24, 4]","[0.3949897, 0.39454728]"
99_6273_4,rating,Goodul Work fast,rating Goodul Work fast,[],[],[]
99_6274_4,rating,070710 Antonio,rating 070710 Antonio,['Antonio'],[],[]
99_6275_4,rating,Brilliant app Best app,rating Brilliant app Best app,"['brilliant', 'app', 'good', 'app']",[18],[0.5665431]
99_6276_4,rating,Good feature I like this apps but we need voice call also,rating Good feature I like this apps but we need voice call also,"['good', 'feature', 'app', 'voice']",[18],[0.35219088]
